state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,deaths_caused_by_another_person_female,deaths_caused_by_another_person_male,deaths_caused_by_another_person_total,deaths_from_accidental_injury_to_self_female,deaths_from_accidental_injury_to_self_male,deaths_from_accidental_injury_to_self_total,deaths_from_aids_female,deaths_from_aids_male,deaths_from_aids_total,deaths_from_execution_female,deaths_from_execution_male,deaths_from_execution_total,deaths_from_homicide_by_other_inmates_female,deaths_from_homicide_by_other_inmates_male,deaths_from_homicide_by_other_inmates_total,deaths_from_illness_or_natural_cause_female,deaths_from_illness_or_natural_cause_male,deaths_from_illness_or_natural_cause_total,deaths_from_other_homicide_female,deaths_from_other_homicide_male,deaths_from_other_homicide_total,deaths_from_suicide_female,deaths_from_suicide_male,deaths_from_suicide_total,total_deaths_female,total_deaths_male,total_deaths_total
Michigan,2016,7742571,6254536,9928300,5047997,4880303,3978848,3763723,3147152,3107384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,2015,7716975,6259849,9922576,5047175,4875401,3974610,3742365,3156693,3103156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,2014,7691682,6280917,9909877,5040794,4869083,3961750,3729932,3167447,3113470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,2013,7653816,6286790,9895622,5038988,4856634,3948070,3705746,3181474,3105316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,2012,7619243,6295893,9883360,5031449,4851911,3930239,3689004,3176779,3119114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,2011,7588963,6295160,9876187,5031159,4845028,3915102,3673861,3175940,3119220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,2010,7544057,6269017,9877574,5030065,4847509,3895783,3648274,3167553,3101464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,2009,7622296,6373690,9969727,5067237,4902490,3920005,3702291,3202994,3170696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,2008,7608188,6407946,10003422,5084963,4918459,3917902,3690286,3221102,3186844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,2007,7623930,6426159,10071822,5112909,4958913,3920804,3703126,3218757,3207402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,2006,7618465,6438426,10095643,5127278,4968365,3911443,3707022,3225273,3213153,NA,NA,NA,0,1,1,0,1,1,NA,NA,NA,0,0,0,2,101,103,0,0,0,0,8,8,4,134,138
Michigan,2005,7369085,6245646,9857477,5022761,4834716,3804735,3564350,3155515,3090131,NA,NA,NA,0,3,3,0,0,0,NA,NA,NA,0,1,1,8,86,94,0,0,0,0,5,5,8,133,141
Michigan,2004,7335671,6224416,9858908,5051238,4807670,3812228,3523443,3168780,3055636,NA,NA,NA,0,2,2,0,0,0,NA,NA,NA,0,0,0,3,116,119,0,0,0,0,10,10,3,137,140
Michigan,2003,7299296,6200155,9825840,5037876,4787964,3790848,3508448,3154031,3046124,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,0,0,0,5,100,105,0,0,0,1,2,3,7,125,132
Michigan,2002,7234529,6138007,9797198,5016885,4780313,3761415,3473114,3120371,3017636,NA,NA,NA,0,0,0,0,2,2,NA,NA,NA,0,0,0,1,98,99,0,1,1,0,3,3,3,114,117
Michigan,2001,7289930,6203932,9740127,4987320,4752807,3792688,3497242,3159491,3044441,NA,NA,NA,0,0,0,0,5,5,NA,NA,NA,0,0,0,3,96,99,0,0,0,1,7,8,4,110,114
Michigan,2000,7125917,6032102,9669167,4905269,4763898,3716180,3409737,3080216,2951886,NA,NA,NA,0,1,1,0,4,4,NA,NA,NA,0,1,1,2,103,105,0,3,3,0,5,5,3,120,123
Michigan,1999,7095814.8,6008853.9,9630731.3,4892553.3,4738178,3702338.8,3393476,3068208.8,2940645.1,NA,NA,NA,0,5,5,0,5,5,NA,NA,NA,0,1,1,2,92,94,0,1,1,0,7,7,2,112,114
Michigan,1998,7065712.6,5985605.8,9592295.6,4879837.6,4712458,3688497.6,3377215,3056201.6,2929404.2,0,1,1,0,5,5,0,3,3,NA,NA,NA,NA,NA,NA,2,78,80,NA,NA,NA,0,7,7,NA,NA,NA
Michigan,1997,7035610.4,5962357.7,9553859.9,4867121.9,4686738,3674656.4,3360954,3044194.4,2918163.3,0,3,3,0,2,2,3,15,18,NA,NA,NA,NA,NA,NA,1,67,68,NA,NA,NA,0,5,5,NA,NA,NA
Michigan,1996,7005508.2,5939109.6,9515424.2,4854406.2,4661018,3660815.2,3344693,3032187.2,2906922.4,0,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,111,113,NA,NA,NA,0,9,9,NA,NA,NA
Michigan,1995,6975406,5915861.5,9476988.5,4841690.5,4635298,3646974,3328432,3020180,2895681.5,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,95,95,NA,NA,NA,0,8,8,NA,NA,NA
Michigan,1994,6945303.8,5892613.4,9438552.8,4828974.8,4609578,3633132.8,3312171,3008172.8,2884440.6,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,92,94,NA,NA,NA,0,10,10,NA,NA,NA
Michigan,1993,6915201.6,5869365.3,9400117.1,4816259.1,4583858,3619291.6,3295910,2996165.6,2873199.7,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,96,98,NA,NA,NA,1,6,7,NA,NA,NA
Michigan,1992,6885099.4,5846117.2,9361681.4,4803543.4,4558138,3605450.4,3279649,2984158.4,2861958.8,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,68,69,NA,NA,NA,0,4,4,NA,NA,NA
Michigan,1991,6854997.2,5822869.1,9323245.7,4790827.7,4532418,3591609.2,3263388,2972151.2,2850717.9,0,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,49,50,NA,NA,NA,0,3,3,NA,NA,NA
Michigan,1990,6824895,5799621,9284810,4778112,4506698,3577768,3247127,2960144,2839477,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,59,61,NA,NA,NA,0,5,5,NA,NA,NA
Michigan,1989,6792747.5,5786418.9,9283643,4776692.8,4506950.2,3560587.2,3232160.3,2954791.6,2831627.3,0,6,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,46,46,NA,NA,NA,0,7,7,NA,NA,NA
Michigan,1988,6760600,5773216.8,9282476,4775273.6,4507202.4,3543406.4,3217193.6,2949439.2,2823777.6,0,4,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27,27,NA,NA,NA,0,3,3,NA,NA,NA
Michigan,1987,6728452.5,5760014.7,9281309,4773854.4,4507454.6,3526225.6,3202226.9,2944086.8,2815927.9,0,4,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,23,25,NA,NA,NA,0,1,1,NA,NA,NA
Michigan,1986,6696305,5746812.6,9280142,4772435.2,4507706.8,3509044.8,3187260.2,2938734.4,2808078.2,0,7,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,25,NA,NA,NA,0,4,4,NA,NA,NA
Michigan,1985,6664157.5,5733610.5,9278975,4771016,4507959,3491864,3172293.5,2933382,2800228.5,0,5,5,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,12,NA,NA,NA,0,4,4,NA,NA,NA
Michigan,1984,6632010,5720408.4,9277808,4769596.8,4508211.2,3474683.2,3157326.8,2928029.6,2792378.8,0,6,6,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,14,NA,NA,NA,0,2,2,NA,NA,NA
Michigan,1983,6599862.5,5707206.3,9276641,4768177.6,4508463.4,3457502.4,3142360.1,2922677.2,2784529.1,0,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8,NA,NA,NA,0,3,3,NA,NA,NA
Michigan,1982,6567715,5694004.2,9275474,4766758.4,4508715.6,3440321.6,3127393.4,2917324.8,2776679.4,0,3,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,11,NA,NA,NA,0,6,6,NA,NA,NA
Michigan,1981,6535567.5,5680802.1,9274307,4765339.2,4508967.8,3423140.8,3112426.7,2911972.4,2768829.7,0,3,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,7,7,NA,NA,NA
Michigan,1980,6503420,5667600,9273140,4763920,4509220,3405960,3097460,2906620,2760980,0,5,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,2,2,NA,NA,NA
Michigan,1979,6413958,5591780,9232636,4744398,4488238,3359794,3054164,2870628,2721152,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
Michigan,1978,6324496,5515960,9192132,4724876,4467256,3313628,3010868,2834636,2681324,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
