state,year,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
Wyoming,2016,0,0,0,2,56,58,105,648,753,2,8,10,0,0,0,0,0,0,0,0,0,0,0,0,149,907,1056,0,5,5,1,4,5,39,174,213
Wyoming,2015,0,0,0,3,55,58,105,516,621,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,148,769,917,0,9,9,0,4,4,39,171,210
Wyoming,2014,0,0,0,0,51,51,73,462,535,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,109,765,874,0,8,8,4,9,13,32,219,251
Wyoming,2013,0,0,0,0,56,56,88,474,562,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,133,781,914,2,9,11,2,10,12,40,221,261
Wyoming,2012,0,0,0,2,66,68,96,495,591,1,12,13,0,0,0,0,0,0,0,0,0,0,0,0,126,768,894,0,3,3,0,9,9,26,178,204
Wyoming,2011,0,0,0,1,65,66,80,396,476,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,114,682,796,0,1,1,3,3,6,30,206,236
Wyoming,2010,0,0,0,4,57,61,61,365,426,1,13,14,0,0,0,0,0,0,0,0,0,0,0,0,99,703,802,0,0,0,1,10,11,32,255,287
Wyoming,2009,0,0,0,1,71,72,58,330,388,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,107,725,832,0,4,4,1,12,13,47,296,343
Wyoming,2008,0,0,0,3,59,62,78,279,357,4,20,24,0,0,0,0,2,2,0,2,2,0,0,0,130,662,792,1,3,4,0,0,0,42,290,332
Wyoming,2007,0,0,0,5,91,96,57,283,340,0,10,10,0,0,0,1,8,9,0,0,0,0,0,0,109,683,792,2,2,4,0,0,0,43,281,324
Wyoming,2006,0,0,0,13,91,104,45,278,323,0,13,13,0,0,0,0,1,1,0,1,1,0,0,0,109,675,784,1,1,2,0,0,0,50,287,337
Wyoming,2005,0,0,0,15,93,108,52,231,283,0,15,15,0,0,0,0,2,2,0,0,0,0,0,0,113,609,722,0,2,2,0,0,0,46,258,304
Wyoming,2004,0,0,0,20,160,180,33,199,232,0,13,13,0,0,0,0,6,6,0,0,0,0,0,0,78,594,672,0,1,1,0,0,0,25,213,238
Wyoming,2003,0,0,0,25,173,198,37,144,181,0,13,13,0,0,0,0,6,6,0,1,1,0,0,0,76,585,661,0,4,4,0,0,0,13,243,256
Wyoming,2002,0,0,0,38,276,314,8,134,142,0,12,12,0,0,0,0,5,5,0,1,1,0,0,0,64,639,703,0,5,5,0,0,0,18,202,220
Wyoming,2001,0,0,0,39,249,288,36,105,141,0,10,10,0,0,0,0,6,6,0,2,2,0,0,0,100,634,734,0,1,1,0,0,0,25,256,281
Wyoming,2e3,0,0,0,42,225,267,10,63,73,0,1,1,0,18,18,0,12,12,0,2,2,0,0,0,71,631,702,1,3,4,0,2,2,18,298,316
Wyoming,1999,0,0,0,17,90,107,38,219,257,2,0,2,0,0,0,0,3,3,0,2,2,0,0,0,77,586,663,0,2,2,0,0,0,20,267,287
Wyoming,1998,NA,NA,NA,10,99,109,38,273,311,NA,NA,NA,0,0,0,0,4,4,0,3,3,0,0,0,81,654,735,0,28,28,0,1,1,30,242,272
Wyoming,1997,NA,NA,NA,12,112,124,32,175,207,NA,NA,NA,0,0,0,0,0,0,0,3,3,0,0,0,69,553,622,0,30,30,0,0,0,25,231,256
Wyoming,1996,NA,NA,NA,10,89,99,11,157,168,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,60,450,510,19,10,29,0,0,0,19,163,182
Wyoming,1995,NA,NA,NA,11,91,102,13,148,161,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,39,411,450,2,8,10,0,1,1,13,136,149
Wyoming,1994,NA,NA,NA,5,102,107,7,196,203,NA,NA,NA,0,13,13,0,0,0,0,0,0,0,0,0,25,454,479,0,7,7,0,3,3,13,128,141
Wyoming,1993,NA,NA,NA,8,92,100,15,130,145,NA,NA,NA,0,10,10,3,0,3,0,6,6,NA,NA,NA,43,406,449,0,17,17,0,4,4,17,119,136
Wyoming,1992,NA,NA,NA,7,84,91,10,153,163,NA,NA,NA,0,0,0,0,0,0,0,4,4,NA,NA,NA,27,415,442,0,4,4,0,2,2,10,138,148
Wyoming,1991,NA,NA,NA,9,71,80,25,159,184,NA,NA,NA,0,4,4,0,0,0,0,2,2,NA,NA,NA,65,378,443,14,5,19,0,0,0,17,118,135
Wyoming,1990,NA,NA,NA,13,58,71,15,152,167,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,42,350,392,4,7,11,0,4,4,10,102,112
Wyoming,1989,NA,NA,NA,5,26,31,15,164,179,NA,NA,NA,0,0,0,0,0,0,0,2,2,0,0,0,45,337,382,16,2,18,0,13,13,9,108,117
Wyoming,1988,NA,NA,NA,2,25,27,7,142,149,NA,NA,NA,0,0,0,0,0,0,0,2,2,0,NA,NA,16,322,338,0,6,6,0,8,8,7,106,113
Wyoming,1987,NA,NA,NA,5,21,26,17,124,141,NA,NA,NA,2,0,2,0,0,0,0,1,1,0,0,0,29,260,289,0,10,10,0,2,2,5,72,77
Wyoming,1986,NA,NA,NA,4,21,25,13,120,133,NA,NA,NA,0,0,0,0,5,5,0,3,3,NA,NA,NA,24,231,255,NA,NA,NA,2,14,16,5,56,61
Wyoming,1985,NA,NA,NA,3,26,29,12,166,178,NA,NA,NA,0,0,0,1,8,9,0,3,3,NA,NA,NA,25,342,367,NA,NA,NA,2,84,86,7,38,45
Wyoming,1984,NA,NA,NA,2,25,27,13,169,182,NA,NA,NA,0,0,0,1,8,9,0,1,1,NA,NA,NA,19,318,337,NA,NA,NA,0,58,58,3,48,51
Wyoming,1983,NA,NA,NA,2,30,32,13,179,192,NA,NA,NA,0,0,0,0,3,3,0,2,2,NA,NA,NA,20,322,342,NA,NA,NA,1,37,38,4,61,65
Wyoming,1982,NA,NA,NA,0,25,25,9,131,140,NA,NA,NA,0,0,0,0,2,2,0,1,1,0,0,0,15,218,233,0,0,0,2,18,20,4,31,35
Wyoming,1981,NA,NA,NA,0,19,19,11,158,169,NA,NA,NA,1,0,1,0,4,4,0,1,1,0,0,0,15,258,273,0,0,0,0,19,19,3,30,33
Wyoming,1980,NA,NA,NA,2,20,22,16,118,134,NA,NA,NA,0,1,1,0,0,0,0,1,1,1,0,1,20,208,228,0,0,0,0,4,4,1,50,51
Wyoming,1979,NA,NA,NA,0,14,14,4,126,130,NA,NA,NA,0,0,0,0,0,0,1,4,5,0,0,0,6,214,220,0,0,0,1,0,1,0,62,62
Wyoming,1978,0,0,0,4,22,26,6,92,98,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,13,186,199,0,0,0,0,0,0,3,62,65
