state,year,population,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
Nevada,2016,2940058,0,0,0,0,0,0,708,4046,4754,55,357,412,0,4,4,2,100,102,141,612,753,2,32,34,0,0,0,908,5349,6257,0,198,198
Nevada,2015,2890845,0,0,0,0,0,0,718,4144,4862,15,489,504,4,2,6,12,137,149,2,13,15,127,705,832,0,0,0,878,5490,6368,0,0,0
Nevada,2014,2839099,0,0,0,0,0,0,684,3804,4488,14,449,463,4,2,6,11,126,137,2,12,14,121,647,768,0,0,0,836,5040,5876,0,0,0
Nevada,2013,2790136,0,0,0,0,0,0,571,3432,4003,5,62,67,0,21,21,8,92,100,4,64,68,98,572,670,0,0,0,694,4569,5263,8,326,334
Nevada,2012,2758931,0,0,0,0,0,0,571,3432,4003,5,62,67,0,21,21,8,92,100,4,64,68,98,572,670,0,0,0,694,4569,5263,8,326,334
Nevada,2011,2723322,0,0,0,0,0,0,605,3897,4502,5,70,75,0,24,24,9,104,113,4,73,77,104,650,754,0,0,0,735,5188,5923,8,370,378
Nevada,2010,2704642,0,0,0,0,0,0,651,4100,4751,6,20,26,0,0,0,1,0,1,107,602,709,12,55,67,0,0,0,786,5130,5916,NA,353,NA
Nevada,2009,2643085,0,0,0,0,0,0,604,4123,4727,0,0,0,0,0,0,0,0,0,3,83,86,100,496,596,0,0,0,707,4702,5409,0,0,0
Nevada,2008,2600167,0,0,0,0,0,0,290,2894,3184,0,0,0,2,5,7,1,33,34,44,100,144,188,1053,1241,0,0,0,525,4085,4610,0,0,0
Nevada,2007,2565382,0,0,0,17,42,59,766,4876,5642,0,0,0,24,202,226,0,16,16,3,41,44,24,423,447,0,0,0,845,5672,6517,11,72,83
Nevada,2006,2495529,0,0,0,16,40,56,734,4672,5406,0,0,0,23,194,217,0,15,15,3,39,42,23,405,428,0,0,0,810,5434,6244,11,69,80
Nevada,2005,2376017,0,0,0,3,19,22,323,2778,3101,0,259,259,4,21,25,271,1128,1399,1,30,31,76,757,833,0,0,0,678,4996,5674,0,4,4
Nevada,2004,2301197,NA,NA,NA,1,17,18,648,4937,5585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,885,963,NA,NA,NA,733,6173,6906,6,334,340
Nevada,2003,2207574,0,0,0,0,0,0,457,3118,3575,26,261,287,0,0,0,0,0,0,8,60,68,99,836,935,0,0,0,590,4275,4865,0,0,0
Nevada,2002,2139794,0,0,0,0,0,0,457,3118,3575,5,261,266,0,0,0,0,0,0,8,60,68,99,836,935,0,0,0,569,4275,4844,0,0,0
Nevada,2001,2072391,0,0,0,0,0,0,421,3032,3453,9,229,238,0,0,0,0,0,0,19,45,64,86,798,884,0,0,0,535,4104,4639,0,0,0
Nevada,2e3,2000306,0,0,0,0,0,0,492,3186,3678,2,286,288,0,0,0,0,0,0,29,53,82,86,795,881,0,0,0,609,4320,4929,0,0,0
Nevada,1999,1919871,NA,NA,NA,NA,NA,NA,435,2950,3385,8,294,302,NA,NA,NA,NA,NA,NA,10,49,59,56,677,733,NA,NA,NA,509,3970,4479,NA,NA,NA
