state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,deaths_caused_by_another_person_female,deaths_caused_by_another_person_male,deaths_caused_by_another_person_total,deaths_from_accidental_injury_to_self_female,deaths_from_accidental_injury_to_self_male,deaths_from_accidental_injury_to_self_total,deaths_from_aids_female,deaths_from_aids_male,deaths_from_aids_total,deaths_from_execution_female,deaths_from_execution_male,deaths_from_execution_total,deaths_from_homicide_by_other_inmates_female,deaths_from_homicide_by_other_inmates_male,deaths_from_homicide_by_other_inmates_total,deaths_from_illness_or_natural_cause_female,deaths_from_illness_or_natural_cause_male,deaths_from_illness_or_natural_cause_total,deaths_from_other_homicide_female,deaths_from_other_homicide_male,deaths_from_other_homicide_total,deaths_from_suicide_female,deaths_from_suicide_male,deaths_from_suicide_total,total_deaths_female,total_deaths_male,total_deaths_total
New Hampshire,2016,1073855,863795,1334689,667355,667334,542774,531081,428302,435493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Hampshire,2015,1067668,865391,1330608,670815,659793,543377,524291,432710,432681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Hampshire,2014,1058741,865272,1326813,672152,654661,540716,518025,433558,431714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Hampshire,2013,1051212,866176,1323459,672259,651200,537386,513826,434291,431885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Hampshire,2012,1047619,868878,1320718,673809,646909,538595,509024,438163,430715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Hampshire,2011,1037685,864569,1318194,666509,651685,531791,505894,435562,429007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Hampshire,2010,1031503,863430,1316759,668441,648318,528859,502644,435229,428201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Hampshire,2009,1036920,870613,1324575,669097,655478,530434,506486,436803,433810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Hampshire,2008,1021355,866399,1315809,668393,647416,524318,497037,436322,430077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Hampshire,2007,1016938,865870,1315828,668721,647107,522968,493970,435460,430410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Hampshire,2006,1019526,865752,1314895,667193,647702,525647,493879,438357,427395,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,1,0,6,6
New Hampshire,2005,975010,830429,1271897,646788,625109,501752,473258,418853,411576,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,0,0,0,0,1,1,2,6,8
New Hampshire,2004,956817,819978,1261970,636703,625267,490640,466177,413682,406296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Hampshire,2003,947715,814784,1251572,633038,618534,485644,462071,410290,404494,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,4,2,4,6
New Hampshire,2002,931969,799455,1238917,627812,611105,477325,454644,401913,397542,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,8,8
New Hampshire,2001,930896,801013,1223636,619382,604254,477415,453481,403855,397158,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2
New Hampshire,2000,899575,767921,1200522,622370,578152,473413,426162,393955,373966,NA,NA,NA,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,4,4
New Hampshire,1999,892254.9,762146.3,1190894,616162.1,574731.9,468692.9,423562,390168.8,371977.5,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
New Hampshire,1998,884934.8,756371.6,1181266,609954.2,571311.8,463972.8,420962,386382.6,369989,0,1,1,0,0,0,0,1,1,0,0,0,NA,NA,NA,0,5,5,NA,NA,NA,0,1,1,NA,NA,NA
