state,year,population,population_adult,population_adult_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
Maryland,2016,6016447,4670079,3856774,9,85,94,NA,NA,NA,0,0,25,25,25,0,0,0,25,822,19147,19969,NA,NA,NA,822,19172,19994
Maryland,2015,6006401,4660389,3881325,10,153,163,NA,NA,NA,0,0,30,30,30,0,0,0,30,915,19819,20734,NA,NA,NA,915,19849,20764
Maryland,2014,5976407,4629135,3876577,6,89,95,NA,NA,NA,0,0,30,30,30,0,0,0,30,911,20070,20981,NA,NA,NA,911,20100,21011
Maryland,2013,5928814,4584537,3855107,3,127,130,NA,NA,NA,0,0,29,29,29,0,0,0,29,925,20381,21306,0,0,0,925,20410,21335
Maryland,2012,5884563,4542240,3844639,9,169,178,NA,NA,NA,0,0,27,27,27,0,0,0,27,876,20619,21495,0,0,0,876,20646,21522
Maryland,2011,5828289,4482257,3802189,8,143,151,NA,NA,NA,0,0,78,78,78,0,0,0,78,982,21498,22480,0,0,0,982,21576,22558
Maryland,2010,5785982,4435314,3774006,17,163,180,NA,NA,NA,0,0,70,70,70,0,0,0,70,959,21616,22575,0,0,0,959,21686,22645
Maryland,2009,5699478,4349876,3702336,NA,111,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1049,21206,22255
Maryland,2008,5633597,4298747,3667568,NA,141,NA,NA,NA,NA,0,0,139,139,186,0,47,47,186,1060,22078,23138,NA,NA,NA,1060,22264,23324
Maryland,2007,5618344,4254353,3641201,NA,151,NA,NA,NA,NA,0,0,151,151,151,0,0,0,151,1184,22098,23282,NA,NA,NA,1184,22249,23433
