state,year,population,population_adult,population_adult_aged_18_65,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
Georgia,2016,10310371,7798957,6546036,0,0,0,0,0,0,1917,13574,15491,0,8,8,0,0,0,0,0,0,75,1204,1279,60,747,807,0,0,0,2052,15533,17585,0,0,0
Georgia,2015,10214860,7712805,6517028,0,0,0,0,0,0,1825,13094,14919,22,85,107,0,0,0,0,0,0,141,2060,2201,0,0,0,0,0,0,1988,15239,17227,0,0,0
Georgia,2014,10097343,7607044,6460153,0,0,0,0,0,0,1979,14635,16614,1,2,3,0,0,0,0,0,0,12,96,108,79,1651,1730,0,0,0,2071,16384,18455,0,0,0
Georgia,2013,9992167,7504789,6410870,0,0,0,0,0,0,2016,15578,17594,0,6,6,0,0,0,0,0,0,60,1130,1190,35,653,688,0,0,0,2111,17367,19478,0,0,0
Georgia,2012,9919945,7429713,6396154,0,0,0,0,0,0,1291,12649,13940,0,9,9,0,0,0,0,0,0,61,1108,1169,22,603,625,0,0,0,1374,14369,15743,0,0,0
Georgia,2011,9815210,7327051,6333123,0,0,0,0,0,0,1265,11989,13254,0,0,0,0,0,0,0,0,0,55,984,1039,38,546,584,0,0,0,1358,13519,14877,0,0,0
Georgia,2010,9712587,7219911,6267819,0,0,0,0,0,0,928,8601,9529,2,4,6,210,1342,1552,0,0,0,106,1521,1627,451,3544,3995,0,9,9,1697,15031,16728,NA,10,NA
Georgia,2009,9829211,7246007,6312570,0,0,0,0,0,0,1023,9007,10030,2,4,6,232,1405,1637,0,0,0,117,1593,1710,497,3711,4208,0,9,9,1871,15739,17610,0,10,10
Georgia,2008,9685744,7137004,6239554,0,0,0,0,0,0,1314,9417,10731,2,23,25,328,1849,2177,0,0,0,125,1622,1747,561,3369,3930,3,12,15,2334,16307,18641,1,15,16
Georgia,2007,9544750,7015513,6149840,0,0,0,0,0,0,1222,10934,12156,11,69,80,341,2301,2642,0,0,0,142,1601,1743,436,4075,4511,0,2,2,2153,19018,21171,1,36,37
Georgia,2006,9363941,6910518,6071969,0,0,0,0,0,0,2354,15871,18225,NA,NA,NA,0,0,0,0,0,0,385,3737,4122,NA,NA,NA,0,0,0,2741,19650,22391,2,42,44
Georgia,2005,8811648,6468912,5720615,0,0,0,0,0,0,1039,9970,11009,0,0,0,NA,NA,NA,535,4072,4607,173,2152,2325,96,1190,1286,0,1,1,1846,17430,19276,3,45,48
Georgia,2004,8580307,6279787,5555067,0,0,0,0,0,0,1095,10394,11489,0,0,0,NA,NA,NA,656,4407,5063,290,2971,3261,4,320,324,2,1,3,2053,18147,20200,6,54,60
Georgia,2003,8438710,6155477,5434852,0,0,0,0,0,0,1742,13190,14932,0,0,0,0,0,0,0,0,0,133,1569,1702,85,856,941,0,0,0,1960,15615,17575,0,0,0
Georgia,2002,8328862,6068492,5359670,0,0,0,0,0,0,1860,13714,15574,0,0,0,0,0,0,0,0,0,178,1654,1832,82,590,672,0,0,0,2120,15958,18078,0,0,0
Georgia,2001,8158938,5900735,5203896,0,0,0,0,0,0,1505,12751,14256,0,0,0,0,0,0,0,0,0,161,2130,2291,98,697,795,0,0,0,1764,15578,17342,0,0,0
Georgia,2000,7951518,5778754,5047399,0,0,0,0,0,0,1350,12370,13720,0,0,0,0,0,0,0,0,0,329,2143,2472,199,982,1181,0,0,0,1878,15495,17373,0,0,0
Georgia,1999,7802968,5674893.5,4955975.800000002,NA,NA,NA,NA,NA,NA,1210,14566,15776,0,0,0,NA,NA,NA,NA,NA,NA,642,2450,3092,127,876,1003,NA,NA,NA,1979,17982,19961,NA,NA,NA
Georgia,1998,7654419,5571033,4864552.6000000015,NA,NA,NA,NA,NA,NA,1229,10100,11329,0,0,0,NA,NA,NA,NA,NA,NA,218,2891,3109,127,842,969,1,1,2,1577,13894,15471,1,10,11
Georgia,1997,7505870,5467172.5,4773129.400000001,NA,NA,NA,NA,NA,NA,1211,10506,11717,0,1,1,NA,NA,NA,NA,NA,NA,145,2723,2868,75,609,684,0,5,5,1439,13940,15379,0,22,22
Georgia,1996,7357320,5363312,4681706.200000001,NA,NA,NA,NA,NA,NA,1373,11160,12533,0,2,2,NA,NA,NA,NA,NA,NA,142,2449,2591,74,377,451,0,2,2,1596,14118,15714,0,56,56
Georgia,1995,7208770,5259451.5,4590283.000000001,NA,NA,NA,NA,NA,NA,1169,10600,11769,0,0,0,NA,NA,NA,NA,NA,NA,159,2252,2411,49,997,1046,0,1,1,1391,14016,15407,1,98,99
Georgia,1994,7060221,5155591,4498859.800000001,NA,NA,NA,NA,NA,NA,854,10468,11322,0,0,0,NA,NA,NA,NA,NA,NA,162,3392,3554,30,267,297,0,1,1,1057,14317,15374,0,80,80
Georgia,1993,6911672,5051730.5,4407436.600000001,NA,NA,NA,NA,NA,NA,1059,9846,10905,0,5,5,NA,NA,NA,NA,NA,NA,207,3710,3917,45,199,244,0,9,9,1319,13945,15264,2,75,77
Georgia,1992,6763122,4947870,4316013.4,NA,NA,NA,NA,NA,NA,1160,10961,12121,0,0,0,NA,NA,NA,NA,NA,NA,222,3680,3902,37,250,287,NA,NA,NA,1434,14989,16423,0,0,0
Georgia,1991,6614572,4844009.5,4224590.2,NA,NA,NA,NA,NA,NA,1109,11080,12189,0,0,0,NA,NA,NA,NA,NA,NA,185,3064,3249,36,246,282,NA,NA,NA,1343,14469,15812,0,0,0
Georgia,1990,6466023,4740149,4133167,NA,NA,NA,NA,NA,NA,1227,12233,13460,0,0,0,NA,NA,NA,NA,NA,NA,151,3098,3249,36,311,347,NA,NA,NA,1425,15730,17155,1,2,3
Georgia,1989,6365881,4646926.1000000015,4052734.3000000017,NA,NA,NA,NA,NA,NA,933,10696,11629,0,0,0,NA,NA,NA,NA,NA,NA,118,2692,2810,33,475,508,NA,NA,NA,1100,13970,15070,0,5,5
Georgia,1988,6265738,4553703.200000001,3972301.6000000015,NA,NA,NA,NA,NA,NA,632,7497,8129,0,0,0,NA,NA,NA,NA,NA,NA,82,1848,1930,27,371,398,NA,NA,NA,769,9866,10635,0,5,5
Georgia,1987,6165596,4460480.300000001,3891868.9000000013,NA,NA,NA,NA,NA,NA,782,9416,10198,0,2,2,NA,NA,NA,NA,NA,NA,125,2244,2369,NA,NA,NA,NA,NA,NA,932,11833,12765,1,19,20
Georgia,1986,6065454,4367257.4,3811436.200000001,NA,NA,NA,NA,NA,NA,627,7818,8445,0,0,0,NA,NA,NA,NA,NA,NA,99,1886,1985,NA,NA,NA,NA,NA,NA,743,9829,10572,1,11,12
Georgia,1985,5965311,4274034.5,3731003.500000001,NA,NA,NA,NA,NA,NA,575,7283,7858,0,0,0,NA,NA,NA,NA,NA,NA,73,1743,1816,NA,NA,NA,NA,NA,NA,672,9225,9897,7,47,54
