state,year,population,population_adult,population_adult_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
Wyoming,2016,585501,445361,363174,1,6,7,NA,NA,NA,24,24,245,269,245,0,0,0,269,262,1843,2105,0,0,0,286,2088,2374
Wyoming,2015,586107,446677,368905,0,13,13,NA,NA,NA,21,21,246,267,246,0,0,0,267,246,1911,2157,0,0,0,267,2157,2424
Wyoming,2014,584153,446810,374770,0,9,9,NA,NA,NA,24,24,231,255,231,0,0,0,255,253,1875,2128,0,0,0,277,2106,2383
Wyoming,2013,582658,442390,373526,0,16,16,NA,NA,NA,14,14,238,252,238,0,0,0,252,246,1812,2058,0,0,0,260,2050,2310
Wyoming,2012,576412,440162,371589,1,3,4,NA,NA,NA,13,13,223,236,223,0,0,0,236,225,1743,1968,0,0,0,238,1966,2204
Wyoming,2011,568158,433541,367758,0,9,9,NA,NA,NA,9,9,236,245,236,0,0,0,245,230,1708,1938,0,0,0,239,1944,2183
Wyoming,2010,564460,427961,363280,1,6,7,NA,NA,NA,25,25,192,217,192,0,0,0,217,206,1689,1895,0,0,0,231,1881,2112
Wyoming,2009,544270,414877,351648,2,48,50,NA,NA,NA,23,23,204,227,204,0,0,0,227,191,1657,1848,0,0,0,214,1861,2075
Wyoming,2008,532668,404715,343138,0,46,46,NA,NA,NA,21,21,212,233,406,0,194,194,427,187,1470,1657,0,0,0,208,1876,2084
Wyoming,2007,522830,396119,337062,0,56,56,NA,NA,NA,34,34,220,254,596,0,376,376,630,212,1242,1454,0,0,0,246,1838,2084
