state,year,population,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
California,2016,39250017,0,0,0,0,0,0,2341,29177,31518,0,0,0,0,0,0,0,0,0,157,4032,4189,0,23,23,0,0,0,2498,33232,35730,0,0,0
California,2015,39144818,0,0,0,0,0,0,2174,28570,30744,0,0,0,0,0,0,0,0,0,140,3890,4030,2,14,16,0,0,0,2316,32474,34790,0,0,0
California,2014,38802500,0,0,0,0,0,0,2540,30957,33497,0,0,0,0,0,0,0,0,0,199,5053,5252,1,15,16,0,0,0,2740,36025,38765,0,0,0
California,2013,38332521,0,0,0,0,0,0,2455,29440,31895,0,0,0,0,0,0,0,0,0,267,6057,6324,11,65,76,0,0,0,2733,35562,38295,0,0,0
California,2012,38041430,0,0,0,1,24,25,1894,24383,26277,0,0,0,0,0,0,0,0,0,284,7413,7697,13,307,320,0,0,0,2195,32238,34433,3,111,114
California,2011,37691912,0,0,0,1,14,15,4183,32193,36376,0,0,0,0,0,0,0,0,0,977,13286,14263,2807,43223,46030,0,0,0,7972,88855,96827,4,139,143
California,2010,37349363,0,0,0,1,16,17,5348,36173,41521,0,0,0,0,0,0,0,0,0,1430,15736,17166,4008,56248,60256,0,0,0,10792,108324,119116,NA,151,NA
California,2009,36961664,NA,NA,NA,11,32,43,5450,39476,44926,NA,NA,NA,NA,NA,NA,NA,NA,NA,1577,17017,18594,5542,60643,66185,NA,NA,NA,12584,117286,129870,4,118,122
California,2008,36756666,NA,NA,NA,8,37,45,6074,40306,46380,NA,NA,NA,NA,NA,NA,NA,NA,NA,1767,18149,19916,6218,68313,74531,NA,NA,NA,14070,126929,140999,3,124,127
California,2007,36553215,NA,NA,NA,12,33,45,5865,41115,46980,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,18871,20791,6009,65828,71837,NA,NA,NA,13809,125965,139774,3,118,121
