state,year,population,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
Mississippi,2016,2988726,0,0,0,0,0,0,639,4798,5437,25,95,120,0,0,0,33,253,286,0,0,0,116,1551,1667,0,0,0,813,6697,7510,0,0,0
Mississippi,2015,2992333,0,0,0,0,4,4,529,4173,4702,27,321,348,0,0,0,62,327,389,0,0,0,63,959,1022,0,0,0,681,5784,6465,0,0,0
Mississippi,2014,2994079,0,0,0,0,6,6,596,4479,5075,15,113,128,0,0,0,65,510,575,0,0,0,65,727,792,0,0,0,741,5835,6576,0,0,0
Mississippi,2013,2991207,0,0,0,0,7,7,671,5301,5972,9,209,218,0,0,0,100,725,825,0,0,0,138,952,1090,0,0,0,918,7194,8112,0,0,0
Mississippi,2012,2984926,0,0,0,0,10,10,720,5692,6412,2,37,39,0,0,0,86,726,812,0,0,0,123,1173,1296,0,0,0,931,7638,8569,0,0,0
Mississippi,2011,2978512,0,0,0,0,6,6,747,5894,6641,1,24,25,0,0,0,91,776,867,0,0,0,97,780,877,0,0,0,936,7480,8416,0,0,0
Mississippi,2010,2970036,0,0,0,1,8,9,768,5915,6683,0,0,0,0,0,0,80,802,882,0,0,0,100,716,816,0,0,0,949,7441,8390,NA,0,NA
Mississippi,2009,2951996,0,0,0,0,9,9,820,6316,7136,0,11,11,4,7,11,95,652,747,NA,NA,NA,58,385,443,0,0,0,977,7380,8357,0,0,0
Mississippi,2008,2938618,14,95,109,0,10,10,782,6076,6858,1,9,10,2,11,13,83,628,711,0,0,0,44,272,316,0,0,0,926,7101,8027,0,0,0
Mississippi,2007,2918785,0,0,0,8,78,86,1075,7448,8523,3,25,28,10,24,34,125,762,887,0,0,0,49,228,277,0,0,0,1270,8565,9835,0,0,0
