agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
23rd Jud Dist Drug Task Force Dickson,2016,Tennessee,0,TN0220400,0,0,0,0,0,0,0,267,1,0,0,0,0,0,0,0,0,72,0,0,1,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23rd Jud Dist Drug Task Force Dickson,2015,Tennessee,0,TN0220400,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,27,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23rd Jud Dist Drug Task Force Dickson,2014,Tennessee,0,TN0220400,0,0,1,0,0,0,0,240,1,0,0,0,0,0,0,0,0,37,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23rd Jud Dist Drug Task Force Dickson,2013,Tennessee,0,TN0220400,0,0,1,0,0,0,0,261,0,0,0,0,1,0,0,0,0,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23rd Jud Dist Drug Task Force Dickson,2012,Tennessee,0,TN0220400,0,1,1,0,0,0,0,187,0,0,0,0,0,0,0,0,0,53,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23rd Jud Dist Drug Task Force Dickson,2011,Tennessee,0,TN0220400,0,1,0,0,0,0,0,104,0,0,0,0,1,0,0,0,0,26,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23rd Jud Dist Drug Task Force Dickson,2010,Tennessee,0,TN0220400,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,16,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23rd Jud Dist Drug Task Force Dickson,2009,Tennessee,0,TN0220400,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23rd Jud Dist Drug Task Force Dickson,2008,Tennessee,0,TN0220400,0,0,0,0,0,0,0,331,1,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23rd Jud Dist Drug Task Force Dickson,2007,Tennessee,0,TN0220400,0,0,0,0,0,0,0,325,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
