cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,003613,Southern Methodist University,Private,Accounting and Related Services.,Bachelor's Degree,62,21500,20942
2015_2016,003613,Southern Methodist University,Private,Accounting and Related Services.,Master's Degree,53,40194,47961
2015_2016,003613,Southern Methodist University,Private,Accounting and Related Services.,Graduate/Professional Certificate,,,
2016_2017,003613,Southern Methodist University,Private,Accounting and Related Services.,Bachelor's Degree,64,21500,19987
2016_2017,003613,Southern Methodist University,Private,Accounting and Related Services.,Master's Degree,51,42700,51176
2015_2016,003613,Southern Methodist University,Private,Anthropology.,Undergraduate Certificate or Diploma,,,
2015_2016,003613,Southern Methodist University,Private,Anthropology.,Bachelor's Degree,21,23250,20596
2015_2016,003613,Southern Methodist University,Private,Anthropology.,Master's Degree,,,
2015_2016,003613,Southern Methodist University,Private,Anthropology.,Doctoral Degree,,,
2016_2017,003613,Southern Methodist University,Private,Anthropology.,Bachelor's Degree,,23250,21130
2016_2017,003613,Southern Methodist University,Private,Anthropology.,Master's Degree,,,
2016_2017,003613,Southern Methodist University,Private,Anthropology.,Doctoral Degree,,,
2015_2016,003613,Southern Methodist University,Private,Applied Mathematics.,Master's Degree,,,
2015_2016,003613,Southern Methodist University,Private,Applied Mathematics.,Doctoral Degree,,,
2016_2017,003613,Southern Methodist University,Private,Applied Mathematics.,Master's Degree,,,
2016_2017,003613,Southern Methodist University,Private,Applied Mathematics.,Doctoral Degree,,,
2015_2016,003613,Southern Methodist University,Private,Area Studies.,Undergraduate Certificate or Diploma,,,
2015_2016,003613,Southern Methodist University,Private,Area Studies.,Bachelor's Degree,,,
2016_2017,003613,Southern Methodist University,Private,Area Studies.,Bachelor's Degree,,,
2015_2016,003613,Southern Methodist University,Private,"Arts, Entertainment,and Media Management.",Undergraduate Certificate or Diploma,,,
2015_2016,003613,Southern Methodist University,Private,"Arts, Entertainment,and Media Management.",Bachelor's Degree,,,
2015_2016,003613,Southern Methodist University,Private,"Arts, Entertainment,and Media Management.",Master's Degree,,,
2016_2017,003613,Southern Methodist University,Private,"Arts, Entertainment,and Media Management.",Bachelor's Degree,,,20762
2016_2017,003613,Southern Methodist University,Private,"Arts, Entertainment,and Media Management.",Master's Degree,,,
2015_2016,003613,Southern Methodist University,Private,"Bilingual, Multilingual, and Multicultural Education.",Master's Degree,,,
2016_2017,003613,Southern Methodist University,Private,"Bilingual, Multilingual, and Multicultural Education.",Master's Degree,19,,24947
2015_2016,003613,Southern Methodist University,Private,"Biochemistry, Biophysics and Molecular Biology.",Bachelor's Degree,,,
2016_2017,003613,Southern Methodist University,Private,"Biochemistry, Biophysics and Molecular Biology.",Bachelor's Degree,,,
2015_2016,003613,Southern Methodist University,Private,"Biology, General.",Undergraduate Certificate or Diploma,,,
2015_2016,003613,Southern Methodist University,Private,"Biology, General.",Bachelor's Degree,47,25354,21261
2015_2016,003613,Southern Methodist University,Private,"Biology, General.",Master's Degree,,,
2015_2016,003613,Southern Methodist University,Private,"Biology, General.",Doctoral Degree,,,
2016_2017,003613,Southern Methodist University,Private,"Biology, General.",Undergraduate Certificate or Diploma,,,
2016_2017,003613,Southern Methodist University,Private,"Biology, General.",Bachelor's Degree,62,23375,22024
2016_2017,003613,Southern Methodist University,Private,"Biology, General.",Master's Degree,,,
2016_2017,003613,Southern Methodist University,Private,"Biology, General.",Doctoral Degree,,,
2015_2016,003613,Southern Methodist University,Private,"Business Administration, Management and Operations.",Undergraduate Certificate or Diploma,,,
2015_2016,003613,Southern Methodist University,Private,"Business Administration, Management and Operations.",Bachelor's Degree,19,,18813
2015_2016,003613,Southern Methodist University,Private,"Business Administration, Management and Operations.",Master's Degree,113,109500,99357
2015_2016,003613,Southern Methodist University,Private,"Business Administration, Management and Operations.",Graduate/Professional Certificate,,,
2016_2017,003613,Southern Methodist University,Private,"Business Administration, Management and Operations.",Bachelor's Degree,33,14000,15787
2016_2017,003613,Southern Methodist University,Private,"Business Administration, Management and Operations.",Master's Degree,105,89000,94402
2015_2016,003613,Southern Methodist University,Private,"Business/Commerce, General.",Undergraduate Certificate or Diploma,,,
2015_2016,003613,Southern Methodist University,Private,"Business/Commerce, General.",Bachelor's Degree,,,
2016_2017,003613,Southern Methodist University,Private,"Business/Commerce, General.",Undergraduate Certificate or Diploma,,,
