cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,002480,Lindenwood University,Private,Accounting and Related Services.,Bachelor's Degree,46,23375,21409
2015_2016,002480,Lindenwood University,Private,Accounting and Related Services.,Master's Degree,10,,30703
2016_2017,002480,Lindenwood University,Private,Accounting and Related Services.,Bachelor's Degree,54,27000,25622
2016_2017,002480,Lindenwood University,Private,Accounting and Related Services.,Master's Degree,15,,28167
2015_2016,002480,Lindenwood University,Private,Anthropology.,Bachelor's Degree,,,
2016_2017,002480,Lindenwood University,Private,Anthropology.,Bachelor's Degree,,,30284
2015_2016,002480,Lindenwood University,Private,Area Studies.,Bachelor's Degree,,,
2016_2017,002480,Lindenwood University,Private,Area Studies.,Bachelor's Degree,,,
2015_2016,002480,Lindenwood University,Private,"Arts, Entertainment,and Media Management.",Bachelor's Degree,12,,29330
2015_2016,002480,Lindenwood University,Private,"Arts, Entertainment,and Media Management.",Master's Degree,,,
2016_2017,002480,Lindenwood University,Private,"Arts, Entertainment,and Media Management.",Bachelor's Degree,,,24527
2016_2017,002480,Lindenwood University,Private,"Arts, Entertainment,and Media Management.",Master's Degree,,,
2015_2016,002480,Lindenwood University,Private,"Biology, General.",Bachelor's Degree,42,27000,27525
2016_2017,002480,Lindenwood University,Private,"Biology, General.",Bachelor's Degree,55,27000,27973
2015_2016,002480,Lindenwood University,Private,"Business Administration, Management and Operations.",Bachelor's Degree,,,
2015_2016,002480,Lindenwood University,Private,"Business Administration, Management and Operations.",Post-baccalaureate Certificate,,,
2015_2016,002480,Lindenwood University,Private,"Business Administration, Management and Operations.",Master's Degree,28,28978,31695
2016_2017,002480,Lindenwood University,Private,"Business Administration, Management and Operations.",Bachelor's Degree,,,
2016_2017,002480,Lindenwood University,Private,"Business Administration, Management and Operations.",Post-baccalaureate Certificate,,,
2016_2017,002480,Lindenwood University,Private,"Business Administration, Management and Operations.",Master's Degree,56,28700,30427
2015_2016,002480,Lindenwood University,Private,"Business/Commerce, General.",Bachelor's Degree,339,30937,30240
2015_2016,002480,Lindenwood University,Private,"Business/Commerce, General.",Master's Degree,210,30750,29951
2016_2017,002480,Lindenwood University,Private,"Business/Commerce, General.",Bachelor's Degree,427,29315,29654
2016_2017,002480,Lindenwood University,Private,"Business/Commerce, General.",Master's Degree,250,30744,30343
2015_2016,002480,Lindenwood University,Private,Chemistry.,Bachelor's Degree,22,26750,24685
2016_2017,002480,Lindenwood University,Private,Chemistry.,Bachelor's Degree,26,26750,24724
2015_2016,002480,Lindenwood University,Private,Communication and Media Studies.,Bachelor's Degree,97,27000,28953
2015_2016,002480,Lindenwood University,Private,Communication and Media Studies.,Master's Degree,46,30994,35625
2016_2017,002480,Lindenwood University,Private,Communication and Media Studies.,Bachelor's Degree,127,29000,29423
2016_2017,002480,Lindenwood University,Private,Communication and Media Studies.,Master's Degree,46,31479,35700
2015_2016,002480,Lindenwood University,Private,"Computer and Information Sciences, General.",Bachelor's Degree,27,32291,33052
2015_2016,002480,Lindenwood University,Private,"Computer and Information Sciences, General.",Post-baccalaureate Certificate,,,
2015_2016,002480,Lindenwood University,Private,"Computer and Information Sciences, General.",Master's Degree,,,
2016_2017,002480,Lindenwood University,Private,"Computer and Information Sciences, General.",Undergraduate Certificate or Diploma,,,
2016_2017,002480,Lindenwood University,Private,"Computer and Information Sciences, General.",Bachelor's Degree,59,31250,31042
2016_2017,002480,Lindenwood University,Private,"Computer and Information Sciences, General.",Post-baccalaureate Certificate,,,
2016_2017,002480,Lindenwood University,Private,"Computer and Information Sciences, General.",Master's Degree,,,
2015_2016,002480,Lindenwood University,Private,Computer Software and Media Applications.,Bachelor's Degree,45,22500,24468
2015_2016,002480,Lindenwood University,Private,Computer Software and Media Applications.,Master's Degree,,,
2016_2017,002480,Lindenwood University,Private,Computer Software and Media Applications.,Bachelor's Degree,69,26062,23909
2016_2017,002480,Lindenwood University,Private,Computer Software and Media Applications.,Master's Degree,,,
2015_2016,002480,Lindenwood University,Private,Computer Systems Analysis.,Bachelor's Degree,10,,31246
2016_2017,002480,Lindenwood University,Private,Computer Systems Analysis.,Bachelor's Degree,11,,29752
