agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
State Police Parsons,2023,West Virginia,0,WVWSP34,0,0,0,1,0,1,1,0,1,1,0,0,0,14,0,0,0,1,13,1,0,1,0,13,0,0,0,0,31,0,1,4,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Parsons,2022,West Virginia,0,WVWSP34,0,0,0,0,0,1,1,0,0,0,0,0,0,28,0,0,0,0,28,6,2,2,2,10,1,0,1,0,46,0,0,1,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Parsons,2021,West Virginia,0,WVWSP34,0,0,0,1,0,1,1,0,0,0,0,0,0,23,0,0,1,1,21,2,1,1,0,8,2,1,1,0,37,0,2,4,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Parsons,2020,West Virginia,0,WVWSP34,0,0,0,0,0,1,1,0,0,0,0,0,0,23,1,0,1,2,19,1,1,0,0,15,1,0,1,0,41,0,4,5,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Parsons,2019,West Virginia,0,WVWSP34,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,9,4,2,2,0,13,1,0,1,0,28,0,1,1,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Parsons,2018,West Virginia,0,WVWSP34,0,0,0,0,0,2,2,0,0,0,0,0,0,26,3,0,1,0,22,6,1,5,0,10,2,1,0,1,46,0,4,6,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Parsons,2017,West Virginia,0,WVWSP34,0,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,3,3,19,22,13,9,0,15,1,0,0,1,64,0,6,7,38,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Parsons,2016,West Virginia,0,WVWSP34,0,0,0,0,0,0,0,0,2,2,0,0,0,31,1,1,1,4,24,14,8,6,0,27,2,0,0,2,76,0,7,9,43,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Parsons,2015,West Virginia,0,WVWSP34,0,0,0,0,0,5,4,1,0,0,0,0,0,52,3,4,0,2,43,13,2,10,1,21,1,1,0,0,92,0,9,14,35,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Parsons,2014,West Virginia,0,WVWSP34,0,0,0,0,0,3,3,0,0,0,0,0,0,23,1,1,6,0,15,13,9,4,0,14,1,1,0,0,54,0,8,11,28,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
