agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Cuba Police Department,2023,Missouri,3156,MO02802,0,0,0,0,0,4,3,1,0,0,0,0,0,56,0,4,1,1,50,16,7,9,0,133,19,19,0,0,228,0,6,10,168,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba Police Department,2022,Missouri,3153,MO02802,0,0,0,0,1,9,9,0,0,0,0,0,0,62,1,3,3,0,55,28,15,13,0,153,13,9,2,2,266,0,7,16,194,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba Police Department,2021,Missouri,3270,MO02802,0,0,0,0,0,3,3,0,0,0,0,0,0,38,1,2,2,0,33,14,8,6,0,145,16,14,0,2,216,0,5,8,175,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba Police Department,2020,Missouri,3286,MO02802,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,16,21,14,7,0,103,8,5,3,0,149,0,1,1,132,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba Police Department,2019,Missouri,,MO02802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba Police Department,2018,Missouri,3302,MO02802,0,0,1,0,0,0,0,0,0,0,0,0,0,29,0,0,1,4,24,17,8,9,0,124,5,4,1,0,175,0,5,5,146,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba Police Department,2017,Missouri,3339,MO02802,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,2,0,16,8,5,3,0,86,4,2,2,0,118,0,4,4,98,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba Police Department,2016,Missouri,3380,MO02802,0,0,1,0,0,0,0,0,0,0,0,0,0,30,0,3,0,2,25,17,11,5,1,85,6,5,1,0,138,0,5,5,108,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba Police Department,2015,Missouri,3393,MO02802,0,0,0,0,0,1,1,0,1,0,1,0,0,56,0,4,3,0,49,16,10,6,0,96,9,3,4,2,179,0,7,9,121,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba Police Department,2014,Missouri,3376,MO02802,0,0,0,0,0,2,2,0,0,0,0,0,0,54,0,2,4,1,47,18,12,4,2,134,5,1,3,1,213,0,7,9,157,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
