agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Bellville Police Department,2023,Texas,4215,TX00801,0,0,0,0,0,3,2,1,1,0,0,0,1,46,0,1,6,1,38,8,6,2,0,26,11,9,2,0,95,0,8,12,45,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellville Police Department,2022,Texas,4066,TX00801,0,0,0,0,0,8,8,0,0,0,0,0,0,49,2,2,11,2,32,5,3,2,0,25,8,7,1,0,95,0,17,25,38,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellville Police Department,2021,Texas,4214,TX00801,0,0,0,0,0,3,3,0,4,2,1,0,1,46,2,1,1,1,41,12,3,8,1,35,8,6,1,1,108,0,5,12,55,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellville Police Department,2020,Texas,4233,TX00801,0,0,0,1,0,0,0,0,1,0,0,1,0,48,2,1,8,4,33,12,5,6,1,30,5,4,0,1,97,0,15,17,47,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellville Police Department,2019,Texas,4288,TX00801,0,0,0,0,0,3,3,0,1,0,0,0,1,42,2,1,2,3,34,2,1,1,0,38,0,0,0,0,86,0,8,12,40,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellville Police Department,2018,Texas,4257,TX00801,0,0,0,0,0,3,3,0,0,0,0,0,0,63,3,2,1,4,53,5,2,3,0,43,5,5,0,0,119,0,10,13,53,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellville Police Department,2017,Texas,4304,TX00801,0,0,0,0,0,8,8,0,0,0,0,0,0,49,2,1,1,1,44,16,10,6,0,43,0,0,0,0,116,0,5,13,59,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellville Police Department,2016,Texas,4296,TX00801,0,0,0,0,0,3,3,0,2,1,0,0,1,40,2,1,0,1,36,10,5,5,0,59,2,2,0,0,116,0,4,9,71,80,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,1,1,1,2
Bellville Police Department,2015,Texas,4235,TX00801,0,0,0,0,0,3,3,0,2,1,0,0,1,45,0,2,3,1,39,17,10,7,0,45,0,0,0,0,112,0,6,11,62,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellville Police Department,2014,Texas,4187,TX00801,0,0,0,0,0,4,4,0,3,2,1,0,0,48,2,0,3,0,43,30,14,16,0,78,3,3,0,0,166,0,5,12,111,123,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1
