agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,total_cleared_murder,total_cleared_manslaughter,total_cleared_rape_total,total_cleared_rape_by_force,total_cleared_rape_attempted,total_cleared_robbery_total,total_cleared_robbery_with_a_gun,total_cleared_robbery_with_a_knife,total_cleared_robbery_other_weapon,total_cleared_robbery_unarmed,total_cleared_assault_total,total_cleared_assault_with_a_gun,total_cleared_assault_with_a_knife,total_cleared_assault_other_weapon,total_cleared_assault_unarmed,total_cleared_assault_simple,total_cleared_burglary_total,total_cleared_burglary_force_entry,total_cleared_burglary_nonforce_entry,total_cleared_burglary_attempted,total_cleared_theft_total,total_cleared_motor_vehicle_theft_total,total_cleared_motor_vehicle_theft_car,total_cleared_motor_vehicle_theft_truck,total_cleared_motor_vehicle_theft_other,total_cleared_all_crimes,total_cleared_theft_under50_dollar,total_cleared_assault_aggravated,total_cleared_index_violent,total_cleared_index_property,total_cleared_index_total,cleared_18_murder,cleared_18_manslaughter,cleared_18_rape_total,cleared_18_rape_by_force,cleared_18_rape_attempted,cleared_18_robbery_total,cleared_18_robbery_with_a_gun,cleared_18_robbery_with_a_knife,cleared_18_robbery_other_weapon,cleared_18_robbery_unarmed,cleared_18_assault_total,cleared_18_assault_with_a_gun,cleared_18_assault_with_a_knife,cleared_18_assault_other_weapon,cleared_18_assault_unarmed,cleared_18_assault_simple,cleared_18_burglary_total,cleared_18_burglary_force_entry,cleared_18_burglary_nonforce_entry,cleared_18_burglary_attempted,cleared_18_theft_total,cleared_18_motor_vehicle_theft_total,cleared_18_motor_vehicle_theft_car,cleared_18_motor_vehicle_theft_truck,cleared_18_motor_vehicle_theft_other,cleared_18_all_crimes,cleared_18_theft_under50_dollar,cleared_18_assault_aggravated,cleared_18_index_violent,cleared_18_index_property,cleared_18_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
New Ipswich Police Department,2013,New Hampshire,5134,NH00650,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2,48,18,7,11,0,47,1,0,1,0,116,0,2,2,66,68,0,0,0,0,0,0,0,0,0,0,27,0,0,0,2,25,1,0,1,0,5,1,0,1,0,34,0,2,2,7,9,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,1,0,1,0,1,0,0,0,0,13,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Ipswich Police Department,2012,New Hampshire,5123,NH00650,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,7,3,4,0,14,1,1,0,0,39,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,2,1,1,0,0,9,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Ipswich Police Department,2011,New Hampshire,,NH00650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Ipswich Police Department,2010,New Hampshire,5099,NH00650,0,0,0,0,0,0,0,0,1,1,0,0,0,44,0,0,0,0,44,19,6,12,1,27,5,2,0,3,96,0,0,1,51,52,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,2,0,2,0,3,1,1,0,0,22,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Ipswich Police Department,2009,New Hampshire,5430,NH00650,0,0,0,0,0,1,1,0,0,0,0,0,0,34,0,0,1,0,33,13,5,7,1,46,3,3,0,0,97,0,1,2,62,64,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,3,1,1,0,0,25,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,1,1,1,0,0,9,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Ipswich Police Department,2008,New Hampshire,5307,NH00650,0,0,0,0,0,0,0,0,1,0,1,0,0,34,0,0,0,2,32,16,7,8,1,48,0,0,0,0,99,0,2,3,64,67,0,0,0,0,0,1,0,1,0,0,25,0,0,0,2,23,1,1,0,0,2,0,0,0,0,29,0,2,3,3,6,0,0,0,0,0,1,0,1,0,0,7,0,0,0,0,7,1,1,0,0,1,0,0,0,0,10,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Ipswich Police Department,2007,New Hampshire,5258,NH00650,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,15,7,5,3,39,9,5,2,2,87,0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,4,1,1,0,0,20,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Ipswich Police Department,2006,New Hampshire,5037,NH00650,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,9,3,5,1,48,5,4,0,1,78,0,0,0,62,62,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,4,2,2,0,0,16,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Ipswich Police Department,2005,New Hampshire,5016,NH00650,0,0,0,0,0,0,0,0,1,1,0,0,0,34,0,0,0,0,34,3,2,1,0,41,6,5,0,1,85,0,0,1,50,51,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,1,1,0,0,4,1,1,0,0,26,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,1,1,1,0,0,7,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Ipswich Police Department,2004,New Hampshire,4945,NH00650,0,0,0,0,0,3,3,0,0,0,0,0,0,15,0,0,1,1,13,14,7,6,1,53,3,3,0,0,88,0,2,5,70,75,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,7,1,1,0,0,8,1,1,0,0,18,0,1,1,10,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,1,1,0,0,7,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
