agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
California Highway Patrol:San Diego,2020,California,0,CA03799,0,0,5,0,0,0,0,0,0,0,0,0,0,27,1,1,8,16,1,1,1,0,0,31,121,96,15,10,180,0,26,26,153,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California Highway Patrol:San Diego,2019,California,0,CA03799,0,0,7,0,0,0,0,0,0,0,0,0,0,44,4,0,4,35,1,1,1,0,0,50,92,74,12,6,187,0,43,43,143,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California Highway Patrol:San Diego,2018,California,0,CA03799,0,0,8,0,0,0,0,0,0,0,0,0,0,32,1,0,5,25,1,2,2,0,0,52,103,80,12,11,189,0,31,31,157,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California Highway Patrol:San Diego,2017,California,0,CA03799,0,0,3,0,0,1,1,0,1,0,0,0,1,33,2,1,7,21,2,8,7,0,1,44,62,45,8,9,149,0,31,33,114,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
California Highway Patrol:San Diego,2016,California,0,CA03799,0,0,5,0,0,0,0,0,0,0,0,0,0,13,0,2,1,7,3,1,1,0,0,17,100,88,2,10,131,0,10,10,118,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1
California Highway Patrol:San Diego,2015,California,0,CA03799,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,1,3,8,2,3,2,1,0,32,66,60,1,5,115,0,12,12,101,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California Highway Patrol:San Diego,2014,California,0,CA03799,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,4,8,0,0,0,0,0,12,57,53,1,3,81,0,12,12,69,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California Highway Patrol:San Diego,2013,California,0,CA03799,0,0,1,0,0,0,0,0,1,1,0,0,0,10,0,0,2,6,2,4,4,0,0,35,66,52,3,11,116,0,8,9,105,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California Highway Patrol:San Diego,2012,California,0,CA03799,0,0,5,0,0,0,0,0,0,0,0,0,0,10,2,0,1,6,1,7,4,3,0,53,51,45,3,3,121,0,9,9,111,120,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
California Highway Patrol:San Diego,2011,California,0,CA03799,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,4,6,2,3,3,0,0,50,97,71,7,19,162,0,10,10,150,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1
California Highway Patrol:San Diego,2010,California,0,CA03799,0,0,5,0,0,0,0,0,0,0,0,0,0,9,2,0,2,5,0,0,0,0,0,18,55,51,0,4,82,0,9,9,73,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California Highway Patrol:San Diego,2009,California,0,CA03799,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,0,2,1,1,0,8,69,55,6,8,84,0,5,5,79,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
