agency,year,state,population,ORI,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_strong_arm,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_strong_arm,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_strong_arm,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_strong_arm,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated
Benbrook Police Department,2017,Texas,23236,TX22004,1,0,9,9,0,10,6,2,0,2,125,6,7,4,0,108,61,40,21,0,359,21,11,7,3,586,17,1,0,6,6,0,3,2,0,0,1,112,2,6,4,2,98,16,9,7,0,175,7,5,2,0,320,14,0,0,4,4,0,0,0,0,0,0,25,0,1,2,1,21,1,1,0,0,16,0,0,0,0,46,4,0,0,2,2,0,0,0,0,0,0,11,0,0,1,0,10,6,3,3,0,22,5,5,0,0,46,1
Benbrook Police Department,2016,Texas,22906,TX22004,2,0,7,7,0,10,8,1,0,1,126,6,6,5,0,109,80,41,39,0,353,24,12,4,8,602,17,2,0,4,4,0,5,4,1,0,0,111,4,5,6,1,95,17,7,10,0,185,6,3,2,1,330,16,0,0,1,1,0,1,1,0,0,0,11,0,0,0,0,11,0,0,0,0,16,1,1,0,0,30,0,0,0,3,3,0,0,0,0,0,0,15,0,0,0,0,15,4,1,3,0,25,1,0,1,0,48,0
Benbrook Police Department,2015,Texas,22708,TX22004,1,0,8,8,0,6,2,1,2,1,118,3,3,6,1,105,98,52,45,1,354,28,18,8,2,613,13,1,0,3,3,0,3,1,1,0,1,105,1,3,8,0,93,25,11,14,0,151,14,9,4,1,302,12,0,0,1,1,0,0,0,0,0,0,10,0,1,0,0,9,0,0,0,0,9,2,2,0,0,22,1,0,0,2,2,0,0,0,0,0,0,15,1,1,1,0,12,8,4,4,0,36,1,1,0,0,62,3
Benbrook Police Department,2014,Texas,22439,TX22004,2,0,2,2,0,4,2,1,0,1,128,5,5,9,1,108,47,27,20,0,300,35,21,10,4,518,20,0,0,2,2,0,1,1,0,0,0,106,4,4,8,0,90,11,3,8,0,117,20,14,5,1,257,16,0,0,1,1,0,0,0,0,0,0,13,0,0,1,0,12,0,0,0,0,11,1,1,0,0,26,1,0,0,3,3,0,0,0,0,0,0,17,0,0,3,0,14,7,2,5,0,28,5,5,0,0,60,3
Benbrook Police Department,2013,Texas,22157,TX22004,1,0,1,1,0,2,1,0,0,1,128,3,7,9,0,109,79,47,31,1,390,30,15,7,8,631,19,1,0,0,0,0,2,1,0,0,1,125,3,8,7,0,107,11,6,5,0,168,9,8,1,0,316,18,0,0,0,0,0,1,1,0,0,0,11,0,0,0,0,11,1,1,0,0,13,4,4,0,0,30,0,0,0,2,2,0,1,0,0,0,1,21,0,1,0,0,20,8,5,3,0,32,5,2,1,2,69,1
Benbrook Police Department,2012,Texas,22040,TX22004,1,0,3,3,0,9,6,0,2,1,113,4,6,8,0,95,78,50,27,1,343,19,13,4,2,566,18,0,0,3,3,0,5,4,0,0,1,103,4,5,8,0,86,22,10,12,0,158,5,3,0,2,296,17,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,15,2,1,1,0,10,0,0,0,0,28,1,0,0,2,2,0,2,1,0,0,1,11,0,0,0,0,11,6,4,1,1,30,4,4,0,0,55,0
Benbrook Police Department,2011,Texas,21681,TX22004,1,0,2,2,0,3,3,0,0,0,132,1,6,4,0,121,118,76,40,2,397,18,11,3,4,671,11,1,0,4,4,0,4,4,0,0,0,132,1,7,4,0,120,46,28,17,1,190,6,5,1,0,383,12,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,1,0,0,1,28,0,0,0,0,47,0,0,0,2,2,0,1,1,0,0,0,17,1,1,0,0,15,8,5,3,0,30,4,4,0,0,62,2
Benbrook Police Department,2010,Texas,21234,TX22004,1,0,4,4,0,11,9,1,0,1,117,4,10,7,0,96,105,72,33,0,319,24,14,5,5,581,21,2,0,2,2,0,4,3,1,0,0,112,4,9,6,0,93,23,12,10,1,94,10,6,3,1,247,19,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,17,2,1,1,0,10,0,0,0,0,30,1,1,0,1,1,0,1,1,0,0,0,9,0,0,2,0,7,2,1,1,0,34,2,1,1,0,50,2
Benbrook Police Department,2009,Texas,23280,TX22004,1,0,3,3,0,12,6,1,0,5,122,4,6,7,0,105,127,81,45,1,337,24,18,1,5,626,17,1,0,3,3,0,4,1,1,0,2,108,3,5,7,0,93,26,18,8,0,122,11,11,0,0,275,15,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,1,0,1,0,10,3,3,0,0,28,0,0,0,0,0,0,2,0,0,0,2,17,0,0,0,0,17,7,2,5,0,42,10,6,3,1,78,0
Benbrook Police Department,2008,Texas,23017,TX22004,1,0,6,6,0,4,1,0,0,3,121,4,3,10,0,104,109,62,47,0,280,27,17,5,5,548,17,2,0,2,2,0,0,0,0,0,0,115,5,3,8,0,99,25,11,14,0,86,10,5,3,2,240,16,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,2,0,2,0,3,2,2,0,0,22,0,0,0,2,2,0,0,0,0,0,0,14,1,2,2,0,9,10,7,3,0,45,2,2,0,0,73,5
