agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Piedmont Police Department,2023,California,10598,CA00110,0,0,0,0,0,5,5,0,8,4,0,2,2,58,3,3,10,1,41,46,23,16,7,320,81,78,0,3,518,0,17,30,447,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piedmont Police Department,2022,California,10853,CA00110,0,0,0,0,0,5,5,0,5,3,0,0,2,17,1,0,4,7,5,38,16,20,2,326,49,49,0,0,440,0,12,22,413,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piedmont Police Department,2021,California,,CA00110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piedmont Police Department,2020,California,11184,CA00110,0,0,1,0,0,2,2,0,7,3,1,1,2,18,0,0,2,7,9,65,25,35,5,235,67,60,2,5,394,0,9,18,367,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piedmont Police Department,2019,California,11307,CA00110,0,0,0,0,0,3,3,0,5,4,0,0,1,7,0,1,0,5,1,46,21,22,3,162,19,16,2,1,242,0,6,14,227,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piedmont Police Department,2018,California,11478,CA00110,0,0,0,0,0,1,1,0,10,2,0,2,6,16,0,0,0,10,6,47,18,24,5,124,24,21,2,1,222,0,10,21,195,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piedmont Police Department,2017,California,11464,CA00110,0,0,1,0,0,7,7,0,3,1,0,0,2,11,0,0,1,3,7,60,31,25,4,98,16,14,1,1,195,0,4,14,174,188,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Piedmont Police Department,2016,California,11515,CA00110,0,0,0,0,0,5,5,0,17,12,0,0,5,12,0,0,0,10,2,66,32,29,5,109,25,23,0,2,234,0,10,32,200,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piedmont Police Department,2015,California,11372,CA00110,0,0,1,0,0,3,3,0,2,1,0,0,1,12,0,0,0,7,5,51,22,25,4,117,38,38,0,0,223,0,7,12,206,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piedmont Police Department,2014,California,11170,CA00110,0,0,0,0,0,0,0,0,4,3,0,0,1,6,0,0,1,3,2,80,34,39,7,111,41,39,0,2,242,0,4,8,232,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piedmont Police Department,2013,California,10963,CA00110,0,0,0,0,0,0,0,0,13,8,0,0,5,10,0,0,0,7,3,116,51,52,13,126,50,48,1,1,315,0,7,20,292,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piedmont Police Department,2012,California,10909,CA00110,0,0,0,0,0,0,0,0,6,4,0,0,2,10,0,0,0,7,3,134,58,71,5,151,48,48,0,0,349,0,7,13,333,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piedmont Police Department,2011,California,10792,CA00110,0,0,0,0,0,0,0,0,7,4,0,0,3,1,0,0,0,1,0,88,50,36,2,148,46,46,0,0,290,0,1,8,282,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piedmont Police Department,2010,California,10667,CA00110,0,0,0,0,0,0,0,0,4,1,0,0,3,0,0,0,0,0,0,49,24,23,2,139,26,26,0,0,218,0,0,4,214,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
