agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Lockhart Police Department,2023,Texas,15310,TX02801,0,0,0,0,0,2,2,0,0,0,0,0,0,107,1,2,2,1,101,99,49,42,8,93,32,28,1,3,333,0,6,8,224,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lockhart Police Department,2022,Texas,15068,TX02801,0,0,0,1,0,4,4,0,3,2,0,0,1,129,7,0,5,1,116,19,13,5,1,81,24,21,1,2,261,0,13,21,124,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lockhart Police Department,2021,Texas,14209,TX02801,0,0,0,1,0,2,2,0,0,0,0,0,0,91,2,4,0,0,85,14,6,8,0,59,21,20,0,1,188,0,6,9,94,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lockhart Police Department,2020,Texas,14297,TX02801,0,0,0,0,0,2,1,1,1,0,0,0,1,97,1,5,6,2,83,34,17,13,4,130,14,13,0,1,278,0,14,17,178,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lockhart Police Department,2019,Texas,14079,TX02801,0,0,0,0,0,1,1,0,1,0,1,0,0,30,0,0,0,0,30,29,15,11,3,116,9,9,0,0,186,0,0,2,154,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lockhart Police Department,2018,Texas,13944,TX02801,0,0,0,1,0,1,1,0,0,0,0,0,0,94,3,3,2,2,84,44,22,17,5,122,7,5,1,1,269,0,10,12,173,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lockhart Police Department,2017,Texas,13662,TX02801,0,0,1,0,0,3,2,1,5,3,0,0,2,197,3,6,11,7,170,34,26,5,3,226,18,18,0,0,483,0,27,35,278,313,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,1,1,2
Lockhart Police Department,2016,Texas,13590,TX02801,0,0,1,0,0,7,7,0,6,4,0,2,0,150,4,8,8,3,127,79,51,28,0,229,10,9,0,1,481,0,23,36,318,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,2,2
Lockhart Police Department,2015,Texas,13354,TX02801,0,0,0,0,0,4,4,0,1,1,0,0,0,162,6,2,6,6,142,104,66,37,1,275,15,14,0,1,561,0,20,25,394,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,5,0,0,0,5,5
Lockhart Police Department,2014,Texas,13185,TX02801,0,0,1,0,0,3,3,0,7,2,0,1,4,183,1,3,6,5,168,75,41,33,1,303,18,18,0,0,589,0,15,25,396,421,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,4,2,2,0,0,9,0,0,0,7,7
