agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Silverton Police Department,2013,Ohio,4770,OH03132,0,0,0,0,0,5,5,0,3,1,0,0,2,31,1,1,6,1,22,40,23,14,3,78,16,16,0,0,173,0,9,17,134,151,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,1,1
Silverton Police Department,2012,Ohio,4769,OH03132,0,0,0,0,0,0,0,0,5,4,0,0,1,22,0,0,1,0,21,27,20,6,1,60,2,2,0,0,116,0,1,6,89,95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1
Silverton Police Department,2011,Ohio,4792,OH03132,0,0,0,0,0,7,6,1,6,4,0,0,2,30,0,1,1,3,25,27,16,11,0,83,12,11,0,1,165,0,5,18,122,140,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,6,0,0,1,4,5
Silverton Police Department,2010,Ohio,4788,OH03132,0,0,0,0,0,2,1,1,1,0,0,0,1,30,0,2,0,1,27,29,12,16,1,80,9,9,0,0,151,0,3,6,118,124,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3,0,0,1,2,3
Silverton Police Department,2009,Ohio,5152,OH03132,0,0,0,0,0,3,2,1,2,2,0,0,0,36,0,0,6,0,30,25,17,6,2,87,12,11,1,0,165,0,6,11,124,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1
Silverton Police Department,2008,Ohio,5167,OH03132,0,0,0,0,0,1,0,0,7,1,0,0,0,45,0,0,0,0,41,26,1,5,0,104,16,1,0,1,199,0,4,12,146,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,6,0,0,0,6,6
Silverton Police Department,2007,Ohio,4556,OH03132,0,0,0,2,0,2,2,0,5,2,1,0,2,32,2,0,0,0,30,23,6,11,6,95,14,14,0,0,173,0,2,11,132,143,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Silverton Police Department,2006,Ohio,4740,OH03132,0,0,0,0,0,3,3,0,11,9,0,0,2,40,2,0,3,2,33,36,14,20,2,123,23,22,0,1,236,0,7,21,182,203,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,2,0,2,1,1,0,0,6,0,0,0,5,5
Silverton Police Department,2005,Ohio,4830,OH03132,0,0,1,0,0,2,2,0,6,2,1,0,3,43,1,3,0,0,39,21,11,10,0,120,33,31,0,2,225,0,4,12,174,186,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,1,2,2,0,0,6,0,0,0,4,4
Silverton Police Department,2004,Ohio,4945,OH03132,0,0,0,0,0,2,2,0,6,0,0,0,6,32,0,0,1,1,30,31,14,16,1,153,25,24,1,0,249,0,2,10,209,219,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1,1,0,0,6,0,0,0,5,5
Silverton Police Department,2003,Ohio,5060,OH03132,0,0,2,0,0,2,2,0,5,2,0,0,3,35,0,0,1,1,33,40,29,11,0,138,34,32,2,0,254,0,2,9,212,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,1,1,0,0,8,0,0,0,8,8
Silverton Police Department,2002,Ohio,5209,OH03132,0,0,0,0,0,0,0,0,5,2,0,0,3,48,0,2,0,0,46,59,36,21,2,135,39,38,1,0,286,0,2,7,233,240,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,1,1
Silverton Police Department,2001,Ohio,5187,OH03132,0,0,0,1,0,0,0,0,5,2,0,0,3,36,0,0,0,1,35,33,12,17,4,135,17,14,0,3,227,0,1,7,185,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,4,0,0,0,4,4
Silverton Police Department,2000,Ohio,5178,OH03132,0,0,1,1,0,0,0,0,5,2,0,0,3,36,0,0,2,2,32,17,10,6,1,142,29,26,2,1,230,0,4,10,188,198,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,4,0,0,0,3,3
