agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
North Park Police Department,2023,Utah,17699,UT00310,0,0,0,0,0,3,3,0,0,0,0,0,0,84,1,1,3,5,74,12,5,7,0,48,5,3,1,1,152,0,10,13,65,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Park Police Department,2022,Utah,16904,UT00310,0,0,0,0,0,7,7,0,1,0,0,0,1,63,0,1,1,7,54,52,42,8,2,81,7,2,3,2,211,0,9,17,140,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Park Police Department,2021,Utah,16742,UT00310,0,0,0,0,0,6,6,0,0,0,0,0,0,71,0,1,1,0,69,12,5,6,1,117,15,8,4,3,221,0,2,8,144,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Park Police Department,2020,Utah,16529,UT00310,0,0,0,0,0,8,8,0,0,0,0,0,0,36,0,0,2,0,34,7,6,1,0,70,17,16,0,1,138,0,2,10,94,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Park Police Department,2019,Utah,16411,UT00310,0,0,0,1,0,7,7,0,0,0,0,0,0,47,0,0,1,1,45,11,3,8,0,184,12,12,0,0,262,0,2,10,207,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Park Police Department,2018,Utah,15713,UT00310,0,0,4,0,0,3,3,0,1,0,0,0,1,54,0,1,0,1,52,12,3,8,1,150,7,7,0,0,227,0,2,6,169,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Park Police Department,2017,Utah,15658,UT00310,0,0,2,0,0,12,12,0,0,0,0,0,0,37,0,0,0,0,37,19,6,12,1,155,13,11,0,2,236,0,0,12,187,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Park Police Department,2016,Utah,15088,UT00310,0,0,0,0,0,6,5,1,0,0,0,0,0,49,0,0,0,0,49,26,10,13,3,169,15,13,0,2,265,0,0,6,210,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Park Police Department,2015,Utah,14694,UT00310,0,0,0,1,0,4,4,0,0,0,0,0,0,33,0,0,1,0,32,25,6,16,3,225,10,7,0,3,298,0,1,6,260,266,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
North Park Police Department,2014,Utah,14255,UT00310,0,0,1,0,0,6,6,0,0,0,0,0,0,39,0,1,0,0,38,25,11,13,1,225,4,3,0,1,299,0,1,7,254,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2
