agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
State Police: Mecosta County,2023,Michigan,0,MI54054,0,0,0,0,0,8,8,0,0,0,0,0,0,36,1,0,2,2,31,2,2,0,0,16,4,2,2,0,66,0,5,13,22,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Mecosta County,2022,Michigan,0,MI54054,0,0,0,0,0,12,12,0,0,0,0,0,0,22,1,2,0,0,19,2,1,1,0,16,2,2,0,0,54,0,3,15,20,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Mecosta County,2021,Michigan,0,MI54054,0,0,0,0,0,10,10,0,0,0,0,0,0,10,0,0,0,1,9,3,3,0,0,12,3,2,1,0,38,0,1,11,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Mecosta County,2020,Michigan,0,MI54054,0,0,0,0,0,12,12,0,0,0,0,0,0,26,2,0,0,2,22,29,26,3,0,19,3,3,0,0,89,0,4,16,51,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Mecosta County,2019,Michigan,0,MI54054,0,0,0,0,0,13,13,0,0,0,0,0,0,34,2,0,2,3,27,16,14,2,0,47,3,2,1,0,113,0,7,20,66,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Mecosta County,2018,Michigan,0,MI54054,0,0,0,0,0,12,12,0,0,0,0,0,0,40,5,3,5,7,20,20,17,2,1,35,4,2,2,0,111,0,20,32,59,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Mecosta County,2017,Michigan,0,MI54054,0,0,0,0,0,8,8,0,0,0,0,0,0,51,1,3,0,7,40,8,7,1,0,36,1,1,0,0,104,0,11,19,45,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Mecosta County,2016,Michigan,0,MI54054,0,0,0,0,0,9,9,0,0,0,0,0,0,47,0,0,0,1,46,5,4,1,0,41,1,1,0,0,103,0,1,10,47,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Mecosta County,2015,Michigan,0,MI54054,0,0,0,0,0,4,4,0,0,0,0,0,0,36,0,1,0,2,33,21,21,0,0,38,4,3,1,0,103,0,3,7,63,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Mecosta County,2014,Michigan,0,MI54054,0,0,0,0,0,9,9,0,0,0,0,0,0,47,0,0,3,0,44,17,16,1,0,41,2,2,0,0,116,0,3,12,60,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
