agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
State Police: Smyth County,2023,Virginia,0,VA086SP,0,0,0,0,0,3,3,0,0,0,0,0,0,5,1,0,1,0,3,0,0,0,0,4,3,3,0,0,15,0,2,5,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Smyth County,2022,Virginia,0,VA086SP,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,7,1,2,31,0,0,2,29,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Smyth County,2021,Virginia,0,VA086SP,0,0,0,1,0,1,1,0,0,0,0,0,0,6,2,0,0,1,3,0,0,0,0,13,5,4,0,1,26,0,3,5,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Smyth County,2020,Virginia,0,VA086SP,0,0,0,0,0,2,2,0,0,0,0,0,0,10,0,0,4,0,6,0,0,0,0,2,3,1,1,1,17,0,4,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Smyth County,2019,Virginia,0,VA086SP,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,5,3,2,0,1,12,0,1,1,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Smyth County,2018,Virginia,0,VA086SP,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,3,0,2,1,0,0,1,10,1,1,0,0,18,0,3,4,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Smyth County,2017,Virginia,0,VA086SP,0,0,0,0,0,3,3,0,0,0,0,0,0,5,1,0,3,0,1,0,0,0,0,2,2,1,1,0,12,0,4,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Smyth County,2016,Virginia,0,VA086SP,0,0,0,2,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,2,0,2,0,9,3,3,0,0,19,0,0,3,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Smyth County,2015,Virginia,0,VA086SP,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,2,2,1,0,1,9,3,2,1,0,20,0,4,4,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police: Smyth County,2014,Virginia,0,VA086SP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,4,1,1,0,0,7,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
