agency,year,state,population,ORI,officers_killed_by_accident,officers_killed_by_felony,officers_assaulted,act_murder,act_manslaughter,act_rape_total,act_force_rape,act_attempted_rape,act_robbery_total,act_gun_robbery,act_knife_robbery,act_other_weapon_robbery,act_strong_arm_robbery,act_assault_total,act_aggravated_assault,act_gun_assault,act_knife_assault,act_other_weapon_assault,act_hand_feet_assault,act_simple_assault,act_burglary_total,act_burg_force_entry,act_burg_no_force_entry,act_attempted_burglary,act_theft_total,act_mtr_vhc_theft_total,act_auto_theft,act_truck_bus_theft,act_other_vhc_theft,act_all_fields,clr_murder,clr_18_murder,clr_manslaughter,clr_18_manslaughter,clr_rape_total,clr_18_rape_total,clr_force_rape,clr_18_force_rape,clr_attempted_rape,clr_18_attempted_rape,clr_robbery_total,clr_18_robbery_total,clr_gun_robbery,clr_18_gun_robbery,clr_knife_robbery,clr_18_knife_robbery,clr_other_weapon_robbery,clr_18_other_weapon_robbery,clr_strong_arm_robbery,clr_18_strong_arm_robbery,clr_assault_total,clr_18_assault_total,clr_aggravated_assault,clr_18_aggravated_assault,clr_gun_assault,clr_18_gun_assault,clr_knife_assault,clr_18_knife_assault,clr_other_weapon_assault,clr_18_other_weapon_assault,clr_hand_feet_assault,clr_18_hand_feet_assault,clr_simple_assault,clr_18_simple_assault,clr_burglary_total,clr_18_burglary_total,clr_burg_force_entry,clr_18_burg_force_entry,clr_burg_no_force_entry,clr_18_burg_no_force_entry,clr_attempted_burglary,clr_18_attempted_burglary,clr_theft_total,clr_18_theft_total,clr_mtr_vhc_theft_total,clr_18_mtr_vhc_theft_total,clr_auto_theft,clr_18_auto_theft,clr_truck_bus_theft,clr_18_truck_bus_theft,clr_other_vhc_theft,clr_18_other_vhc_theft,clr_all_fields,clr_18_all_fields,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_force_rape,unfound_attempted_rape,unfound_robbery_total,unfound_gun_robbery,unfound_knife_robbery,unfound_other_weapon_robbery,unfound_strong_arm_robbery,unfound_assault_total,unfound_aggravated_assault,unfound_gun_assault,unfound_knife_assault,unfound_other_weapon_assault,unfound_hand_feet_assault,unfound_simple_assault,unfound_burglary_total,unfound_burg_force_entry,unfound_burg_no_force_entry,unfound_attempted_burglary,unfound_theft_total,unfound_mtr_vhc_theft_total,unfound_auto_theft,unfound_truck_bus_theft,unfound_other_vhc_theft,unfound_all_fields
Sp: Jackson County,1968,Indiana,0,IN336SP,0,0,0,0,0,1,1,0,1,1,0,0,0,2,2,0,0,0,2,0,21,21,0,0,10,7,7,0,0,42,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,2,1,2,1,0,0,0,0,2,1,1,0,1,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Jackson County,1969,Indiana,0,IN336SP,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,2,0,0,1,0,60,59,0,1,41,17,17,0,0,124,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,0,0,3,0,3,0,2,0,0,0,0,0,1,0,0,0,5,1,5,1,0,0,0,0,3,0,4,3,4,3,0,0,0,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Jackson County,1970,Indiana,0,IN336SP,0,0,0,0,0,0,0,0,3,2,0,0,1,5,5,0,2,0,3,0,65,64,0,1,40,14,14,0,0,127,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,5,2,5,2,0,0,0,0,6,2,2,1,2,1,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Jackson County,1971,Indiana,0,IN336SP,0,0,0,0,1,0,0,0,5,5,0,0,0,3,3,0,1,0,2,0,49,47,0,2,36,17,17,0,0,111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,5,4,5,4,0,0,0,0,2,2,2,0,2,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Jackson County,1972,Indiana,0,IN336SP,0,0,0,0,1,0,0,0,3,3,0,0,0,1,1,0,0,0,1,0,53,52,0,1,35,13,13,0,0,106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1,3,1,0,0,0,0,9,4,6,1,6,1,0,0,0,0,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Jackson County,1973,Indiana,0,IN336SP,0,0,0,1,0,1,1,0,0,0,0,0,0,4,4,0,0,0,4,0,67,62,0,5,42,20,20,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,8,2,8,2,0,0,0,0,9,4,5,1,5,1,0,0,0,0,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Jackson County,1974,Indiana,0,IN336SP,0,0,0,1,0,0,0,0,3,2,0,1,0,1,1,0,1,0,0,0,62,62,0,0,36,21,17,1,3,124,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,7,3,7,3,0,0,0,0,3,2,4,0,4,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Jackson County,1975,Indiana,0,IN336SP,0,0,0,0,1,1,1,0,4,3,0,1,0,8,8,2,0,1,5,0,67,66,0,1,78,19,15,4,0,178,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,0,4,0,1,0,0,0,1,0,2,0,0,0,5,1,4,1,0,0,1,0,15,1,2,1,2,1,0,0,0,0,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Jackson County,1976,Indiana,0,IN336SP,0,0,0,0,0,0,0,0,8,8,0,0,0,10,10,1,0,1,8,0,73,70,0,3,56,20,12,5,3,167,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,1,5,1,1,0,0,0,1,1,3,0,0,0,12,6,12,6,0,0,0,0,7,2,4,2,4,2,0,0,0,0,32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Jackson County,1977,Indiana,0,IN336SP,0,0,0,2,0,0,0,0,3,2,1,0,0,6,6,1,0,2,3,0,71,69,0,2,44,22,18,3,1,148,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,8,1,8,1,0,0,0,0,6,1,9,3,7,2,1,0,1,1,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
