agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated
Powder Springs Police Dept,2017,Georgia,15127,GA03308,0,0,0,1,0,3,0,3,13,8,0,1,4,74,16,4,4,6,44,52,28,24,0,277,13,13,0,0,433,30,0,0,1,0,1,3,1,0,0,2,44,11,4,1,3,25,3,0,3,0,48,4,4,0,0,103,19,0,0,0,0,0,2,1,0,0,1,6,6,0,0,0,0,1,0,1,0,8,0,0,0,0,17,6,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,8,0,0,0,0,1,0,0,0,0,10,1
Powder Springs Police Dept,2016,Georgia,15004,GA03308,0,0,0,0,0,2,2,0,12,7,0,1,4,146,18,3,4,13,108,43,27,16,0,208,17,17,0,0,428,38,0,0,2,2,0,2,1,0,0,1,55,4,4,2,9,36,1,1,0,0,22,5,5,0,0,87,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,7,1,0,0,0,6,0,0,0,0,1,0,0,0,0,9,1
Powder Springs Police Dept,2015,Georgia,14750,GA03308,0,0,1,2,0,0,0,0,25,20,1,1,3,185,14,0,15,71,85,103,65,38,0,313,11,11,0,0,639,100,0,0,0,0,0,3,2,0,0,1,92,0,0,0,58,34,8,5,3,0,53,4,4,0,0,160,58,0,0,0,0,0,1,1,0,0,0,9,0,0,0,1,8,2,1,1,0,4,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,16,1,1,1,8,5,1,1,0,0,3,1,1,0,0,21,11
Powder Springs Police Dept,2014,Georgia,14524,GA03308,0,0,1,2,0,1,1,0,23,13,0,6,4,446,31,9,14,79,313,177,118,56,3,495,30,30,0,0,1174,133,0,0,5,5,0,5,3,0,0,2,124,0,2,0,41,81,11,6,5,0,58,8,8,0,0,211,43,0,0,3,3,0,0,0,0,0,0,16,0,1,0,3,12,1,1,0,0,9,0,0,0,0,29,4,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1,23,2,1,1,0,7,2,2,0,0,35,1
Powder Springs Police Dept,2013,Georgia,14350,GA03308,0,0,0,1,0,12,12,0,8,5,3,0,0,364,21,15,16,88,224,213,155,58,0,521,21,21,0,0,1140,140,0,0,1,1,0,0,0,0,0,0,112,0,46,0,4,62,12,8,4,0,87,2,2,0,0,214,50,0,0,1,1,0,0,0,0,0,0,8,0,2,0,1,5,4,4,0,0,23,1,1,0,0,37,3,0,0,0,0,0,1,1,0,0,0,17,0,0,2,0,15,2,1,1,0,8,0,0,0,0,28,2
Powder Springs Police Dept,2012,Georgia,14284,GA03308,0,0,0,0,0,0,0,0,18,9,0,0,9,147,8,6,5,41,87,174,130,44,0,225,18,18,0,0,582,60,0,0,5,5,0,3,0,0,0,3,115,1,42,0,2,70,13,12,1,0,40,4,4,0,0,180,45,0,0,1,1,0,2,0,0,0,2,13,0,3,0,0,10,0,0,0,0,1,0,0,0,0,17,3,0,0,0,0,0,1,0,0,1,0,12,0,0,1,3,8,1,1,0,0,9,0,0,0,0,23,4
Powder Springs Police Dept,2011,Georgia,14124,GA03308,0,0,0,1,0,1,1,0,12,9,0,0,3,95,9,3,3,4,76,161,105,36,20,178,23,19,0,4,471,19,1,0,1,1,0,0,0,0,0,0,75,7,3,3,3,59,5,5,0,0,13,8,8,0,0,103,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Powder Springs Police Dept,2010,Georgia,13940,GA03308,0,0,0,1,0,1,1,0,7,4,1,1,1,115,4,5,1,17,88,137,78,46,13,191,27,20,2,5,479,27,1,0,1,1,0,3,3,0,0,0,90,2,3,1,32,52,3,3,0,0,12,8,7,1,0,118,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1
Powder Springs Police Dept,2009,Georgia,15947,GA03308,0,0,0,0,0,2,1,1,14,9,0,2,3,121,6,1,10,8,96,131,74,56,1,210,26,23,1,2,504,25,0,0,1,1,0,1,1,0,0,0,91,5,1,7,6,72,11,8,3,0,13,11,11,0,0,128,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,1,0,0,0,0,5,0
Powder Springs Police Dept,2008,Georgia,15719,GA03308,0,0,8,0,0,4,4,0,15,9,0,2,4,131,13,4,14,45,55,110,68,40,2,269,37,33,4,0,566,76,0,0,2,2,0,2,1,0,0,1,84,12,3,8,24,37,7,5,2,0,40,6,6,0,0,141,47,0,0,0,0,0,1,0,0,0,1,13,1,2,0,4,6,0,0,0,0,6,0,0,0,0,20,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,1,0,4,0,0,0,0,8,0
