agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Franklin Police Department,2023,Kentucky,10417,KY10701,0,0,0,0,0,1,1,0,1,0,0,0,1,101,4,4,3,2,88,18,13,3,2,213,10,9,1,0,344,0,13,15,241,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin Police Department,2022,Kentucky,10174,KY10701,0,0,0,1,1,7,6,1,8,4,0,2,2,90,0,0,5,2,83,39,24,13,2,231,18,15,0,3,395,0,7,23,288,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin Police Department,2021,Kentucky,9105,KY10701,0,0,0,0,2,8,8,0,8,6,0,0,2,106,3,3,6,2,92,43,32,10,1,174,25,20,5,0,366,0,14,30,242,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin Police Department,2020,Kentucky,9072,KY10701,0,0,0,1,0,7,7,0,7,5,1,0,1,71,2,0,1,2,66,26,16,7,3,208,20,17,3,0,340,0,5,20,254,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin Police Department,2019,Kentucky,9036,KY10701,0,0,0,0,1,9,8,1,3,3,0,0,0,96,4,1,4,0,87,20,9,8,3,212,18,14,2,2,359,0,9,21,250,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin Police Department,2018,Kentucky,8829,KY10701,0,0,0,0,0,5,5,0,9,5,1,1,2,93,2,2,3,3,83,217,113,102,2,251,18,16,2,0,593,0,10,24,486,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin Police Department,2017,Kentucky,8884,KY10701,0,0,0,1,0,5,5,0,7,0,1,2,4,101,4,2,1,4,90,46,25,19,2,155,23,21,2,0,338,0,11,24,224,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin Police Department,2016,Kentucky,8852,KY10701,0,0,0,0,0,6,6,0,6,3,0,1,2,107,1,2,9,1,94,42,21,18,3,183,14,14,0,0,358,0,13,25,239,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin Police Department,2015,Kentucky,8755,KY10701,0,0,0,0,0,5,5,0,6,2,2,0,2,86,0,2,3,1,80,63,21,27,15,267,8,8,0,0,435,0,6,17,338,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin Police Department,2014,Kentucky,8745,KY10701,0,0,0,1,0,5,5,0,8,4,0,1,3,81,2,1,3,3,72,59,41,16,2,234,8,7,0,1,396,0,9,23,301,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin Police Department,2013,Kentucky,8581,KY10701,0,0,0,0,0,2,1,1,6,3,0,1,2,80,1,0,3,2,74,47,17,30,0,241,5,4,1,0,381,0,6,14,293,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
