agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Seymour Police Department,2023,Missouri,1896,MO11302,0,0,0,0,0,3,3,0,0,0,0,0,0,25,0,0,1,1,23,2,1,1,0,15,1,1,0,0,46,0,2,5,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seymour Police Department,2022,Missouri,1854,MO11302,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,3,2,3,14,4,4,0,0,15,3,3,0,0,45,0,9,9,22,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seymour Police Department,2021,Missouri,2033,MO11302,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,4,2,15,13,12,1,0,18,2,1,0,1,55,0,7,7,33,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seymour Police Department,2020,Missouri,2021,MO11302,0,0,3,0,0,1,1,0,0,0,0,0,0,24,0,1,1,3,19,15,8,6,1,54,4,4,0,0,98,0,5,6,73,79,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,6,0,0,0,0,0,0,0,0,0,7,0,1,1,0,1
Seymour Police Department,2019,Missouri,,MO11302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seymour Police Department,2018,Missouri,2003,MO11302,0,0,0,0,0,1,1,0,0,0,0,0,0,30,0,0,4,2,24,14,13,1,0,74,5,5,0,0,124,0,6,7,93,100,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4,0,1,2,1,3
Seymour Police Department,2017,Missouri,1997,MO11302,0,0,0,0,0,1,1,0,0,0,0,0,0,29,0,1,0,2,26,18,9,5,4,47,6,3,3,0,101,0,3,4,71,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seymour Police Department,2016,Missouri,1975,MO11302,0,0,1,0,0,1,1,0,1,0,0,0,1,41,1,0,6,5,29,8,2,5,1,36,1,1,0,0,88,0,12,14,45,59,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,0,0,1,1,2
Seymour Police Department,2015,Missouri,1947,MO11302,0,0,1,0,0,0,0,0,0,0,0,0,0,43,0,3,2,5,33,9,3,5,1,29,3,3,0,0,84,0,10,10,41,51,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,1,0,1,0,0,0,0,5,0,0,0,2,2
Seymour Police Department,2014,Missouri,1929,MO11302,0,0,0,0,0,4,4,0,0,0,0,0,0,45,2,1,3,11,28,13,7,5,1,23,5,5,0,0,90,0,17,21,41,62,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2
