agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Fairfield Police Department,2023,Maine,6561,ME01301,0,0,0,1,0,7,7,0,1,0,0,1,0,80,0,0,1,2,77,15,6,8,1,69,9,9,0,0,182,0,3,12,93,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairfield Police Department,2022,Maine,6507,ME01301,0,0,0,0,0,5,5,0,2,0,0,0,2,94,0,1,1,1,91,13,6,6,1,92,10,5,5,0,216,0,3,10,115,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairfield Police Department,2021,Maine,6534,ME01301,0,0,0,0,0,3,3,0,1,0,0,0,1,82,0,3,3,1,75,22,7,15,0,107,5,3,1,1,220,0,7,11,134,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairfield Police Department,2020,Maine,6531,ME01301,0,0,0,0,0,8,8,0,1,0,0,0,1,101,0,0,1,5,95,16,7,7,2,66,2,2,0,0,194,0,6,15,84,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairfield Police Department,2019,Maine,6534,ME01301,0,0,0,0,0,6,6,0,1,0,0,0,1,109,0,0,2,2,105,27,11,15,1,75,6,5,0,1,224,0,4,11,108,119,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,1,0,1,0,7,0,0,0,0,16,0,0,0,8,8
Fairfield Police Department,2018,Maine,6539,ME01301,0,0,2,0,0,2,2,0,1,0,0,0,1,78,0,0,0,4,74,14,9,5,0,82,6,3,1,2,183,0,4,7,102,109,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,1,2,0,6,0,0,0,0,17,0,0,0,9,9
Fairfield Police Department,2017,Maine,6560,ME01301,0,0,1,0,0,1,1,0,1,1,0,0,0,58,0,1,0,2,55,25,12,11,2,120,7,4,0,3,212,0,3,5,152,157,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,7,6,2,4,0,10,0,0,0,0,24,0,0,1,16,17
Fairfield Police Department,2016,Maine,6505,ME01301,0,0,1,2,0,1,1,0,1,0,1,0,0,56,0,0,2,1,53,23,14,9,0,115,1,1,0,0,199,0,3,7,139,146,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,3,1,2,0,15,0,0,0,0,31,0,0,0,18,18
Fairfield Police Department,2015,Maine,6527,ME01301,0,0,0,0,0,3,3,0,5,1,1,0,3,52,0,2,4,1,45,31,17,12,2,181,8,0,5,3,280,0,7,15,220,235,0,0,1,1,0,1,1,0,0,0,3,0,0,0,0,3,2,1,1,0,14,1,1,0,0,22,0,0,2,17,19
Fairfield Police Department,2014,Maine,6623,ME01301,0,0,2,0,0,4,4,0,3,1,1,0,1,61,0,0,0,2,59,37,20,16,1,161,8,3,3,2,274,0,2,9,206,215,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,3,2,1,11,4,3,0,1,27,0,0,0,21,21
Fairfield Police Department,2013,Maine,6657,ME01301,0,0,1,0,0,2,2,0,0,0,0,0,0,60,0,1,1,2,56,49,33,14,2,192,5,4,0,1,308,0,4,6,246,252,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,2,0,1,15,1,1,0,0,26,0,0,0,19,19
