agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Maize Police Department,2023,Kansas,6724,KS08715,0,0,0,0,0,3,3,0,0,0,0,0,0,94,1,3,1,4,85,98,89,9,0,70,5,5,0,0,270,0,9,12,173,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maize Police Department,2022,Kansas,6275,KS08715,0,0,0,0,0,4,4,0,1,0,0,0,1,140,9,2,3,4,122,79,77,2,0,72,11,8,3,0,307,0,18,23,162,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maize Police Department,2021,Kansas,5491,KS08715,0,0,0,0,0,2,2,0,1,0,0,0,1,85,9,0,1,6,69,59,57,1,1,62,6,6,0,0,215,0,16,19,127,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maize Police Department,2020,Kansas,5130,KS08715,0,0,0,0,0,1,1,0,1,0,0,0,1,77,7,1,4,6,59,19,16,3,0,56,5,4,0,1,159,0,18,20,80,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maize Police Department,2019,Kansas,4836,KS08715,0,0,0,0,0,1,1,0,0,0,0,0,0,68,0,3,1,3,61,11,4,7,0,41,5,3,1,1,126,0,7,8,57,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maize Police Department,2018,Kansas,4735,KS08715,0,0,0,0,0,2,2,0,0,0,0,0,0,75,2,2,2,4,65,16,10,6,0,71,6,4,0,2,170,0,10,12,93,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maize Police Department,2017,Kansas,4621,KS08715,0,0,1,0,0,0,0,0,1,0,0,1,0,44,0,1,1,5,37,19,13,6,0,48,3,2,1,0,115,0,7,8,70,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maize Police Department,2016,Kansas,4564,KS08715,0,0,0,0,0,8,8,0,1,0,0,0,1,75,3,0,3,6,63,11,3,8,0,62,12,9,2,1,169,0,12,21,85,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maize Police Department,2015,Kansas,4236,KS08715,0,0,0,0,0,3,3,0,0,0,0,0,0,51,1,3,0,4,43,11,6,5,0,51,4,4,0,0,120,0,8,11,66,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maize Police Department,2014,Kansas,3915,KS08715,0,0,0,0,0,1,1,0,0,0,0,0,0,48,1,1,2,2,42,11,4,7,0,80,1,0,1,0,141,0,6,7,92,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maize Police Department,2013,Kansas,3787,KS08715,0,0,0,0,0,0,0,0,2,0,0,0,2,29,1,0,1,2,25,9,2,5,2,33,3,2,0,1,76,0,4,6,45,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maize Police Department,2012,Kansas,3455,KS08715,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,1,8,4,50,11,3,7,1,58,1,1,0,0,133,0,13,13,70,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maize Police Department,2011,Kansas,3442,KS08715,0,0,0,0,0,1,1,0,0,0,0,0,0,63,2,1,3,3,54,10,3,6,1,55,0,0,0,0,129,0,9,10,65,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maize Police Department,2010,Kansas,3420,KS08715,0,0,0,0,0,0,0,0,0,0,0,0,0,58,4,0,8,0,46,25,8,14,3,70,0,0,0,0,153,0,12,12,95,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maize Police Department,2009,Kansas,3200,KS08715,0,0,0,0,0,2,2,0,0,0,0,0,0,41,0,1,2,0,38,14,5,8,1,45,3,1,2,0,105,0,3,5,62,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maize Police Department,2008,Kansas,2950,KS08715,0,0,0,0,0,2,2,0,0,0,0,0,0,38,0,0,2,2,34,20,8,12,0,49,1,1,0,0,110,0,4,6,70,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maize Police Department,2007,Kansas,2717,KS08715,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,1,0,26,7,2,4,1,41,2,0,0,2,79,0,3,3,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maize Police Department,2006,Kansas,2132,KS08715,0,0,0,0,0,0,0,0,1,0,0,0,1,12,0,0,0,0,12,14,4,7,3,60,1,0,0,1,88,0,0,1,75,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maize Police Department,2005,Kansas,2125,KS08715,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,2,0,13,13,4,9,0,31,5,2,3,0,65,0,3,3,49,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maize Police Department,2004,Kansas,2051,KS08715,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,1,0,20,12,8,3,1,49,3,2,1,0,86,0,2,2,64,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
