agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_theft_under50_dollar,tot_clr_assault_aggravated,tot_clr_index_violent,tot_clr_index_property,tot_clr_index_total,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_theft_under50_dollar,clr_18_assault_aggravated,clr_18_index_violent,clr_18_index_property,clr_18_index_total,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_theft_under50_dollar,unfound_assault_aggravated,unfound_index_violent,unfound_index_property,unfound_index_total
Park City Police Department,2023,Kansas,8789,KS08716,0,0,0,0,0,4,4,0,2,1,1,0,0,128,27,0,11,5,85,29,15,14,0,251,29,18,9,2,443,0,43,49,309,358,0,0,0,0,0,1,0,1,0,0,38,0,0,7,0,31,0,0,0,0,48,0,0,0,0,87,0,7,8,48,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Park City Police Department,2022,Kansas,8565,KS08716,0,0,0,0,0,11,11,0,1,0,1,0,0,134,8,3,10,7,106,40,13,21,6,226,32,19,10,3,444,0,28,40,298,338,0,0,1,1,0,1,0,1,0,0,43,2,2,4,4,31,4,1,2,1,39,1,1,0,0,89,0,12,14,44,58,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,1,0,0,0,0,4,0,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Park City Police Department,2021,Kansas,8006,KS08716,0,0,0,0,0,5,5,0,1,1,0,0,0,96,1,3,1,3,88,27,13,12,2,203,46,23,19,4,378,0,8,14,276,290,0,0,0,0,0,0,0,0,0,0,29,1,0,0,1,27,1,0,0,1,23,1,1,0,0,54,0,2,2,25,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Park City Police Department,2020,Kansas,7812,KS08716,0,0,5,0,0,3,3,0,1,0,0,0,1,91,7,2,11,6,65,22,11,10,1,136,18,12,6,0,271,0,26,30,176,206,0,0,1,1,0,0,0,0,0,0,28,2,2,0,3,21,0,0,0,0,17,0,0,0,0,46,0,7,8,17,25,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Park City Police Department,2019,Kansas,7779,KS08716,0,0,0,0,0,4,3,1,2,1,0,0,1,115,5,5,1,1,103,33,14,16,3,105,9,7,1,1,268,0,12,18,147,165,0,0,5,3,2,2,1,0,0,1,83,0,4,1,0,78,3,2,1,0,14,2,2,0,0,109,0,5,12,19,31,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,1,1,0,0,2,0,0,0,0,12,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Park City Police Department,2018,Kansas,7785,KS08716,0,0,0,0,0,5,5,0,0,0,0,0,0,86,2,3,7,6,68,41,16,22,3,104,16,11,4,1,252,0,18,23,161,184,0,0,2,2,0,0,0,0,0,0,23,0,0,2,1,20,0,0,0,0,5,1,1,0,0,31,0,3,5,6,11,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,3,0,0,0,0,1,0,0,0,0,5,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Park City Police Department,2017,Kansas,7678,KS08716,0,0,1,0,0,8,7,1,7,3,1,3,0,111,2,5,4,4,96,22,12,10,0,137,24,15,4,5,309,0,15,30,183,213,0,0,1,1,0,1,1,0,0,0,59,0,0,2,1,56,3,1,2,0,19,8,4,2,2,91,0,3,5,30,35,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,7,1,0,1,0,2,1,1,0,0,12,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Park City Police Department,2016,Kansas,7671,KS08716,0,0,0,0,0,4,4,0,2,2,0,0,0,129,1,2,5,0,121,30,19,9,2,163,19,11,6,2,347,0,8,14,212,226,0,0,1,1,0,2,2,0,0,0,76,0,1,3,0,72,2,2,0,0,39,1,1,0,0,121,0,4,7,42,49,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,18,1,1,0,0,6,0,0,0,0,26,0,1,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Park City Police Department,2015,Kansas,7606,KS08716,0,0,0,0,0,4,4,0,3,1,1,1,0,115,5,3,8,0,99,28,18,7,3,123,13,8,5,0,286,0,16,23,164,187,0,0,0,0,0,0,0,0,0,0,72,0,1,2,0,69,3,1,2,0,8,4,3,1,0,87,0,3,3,15,18,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,1,0,1,0,2,0,0,0,0,13,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Park City Police Department,2014,Kansas,7535,KS08716,0,0,0,0,0,2,2,0,0,0,0,0,0,108,2,4,4,0,98,29,11,5,13,123,16,8,2,6,278,0,10,12,168,180,0,0,0,0,0,0,0,0,0,0,77,1,3,1,0,72,1,1,0,0,20,3,2,1,0,101,0,5,5,24,29,0,0,0,0,0,0,0,0,0,0,12,0,1,1,0,10,0,0,0,0,2,1,1,0,0,15,0,2,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
