agency,year,state,population,ORI,act_all_crimes,clr_all_crimes,clr_18_all_crimes,unfound_all_crimes,act_aggravated_assault,clr_aggravated_assault,clr_18_aggravated_assault,unfound_aggravated_assault,act_assault_total,clr_assault_total,clr_18_assault_total,unfound_assault_total,act_gun_assault,clr_gun_assault,clr_18_gun_assault,unfound_gun_assault,act_knife_assault,clr_knife_assault,clr_18_knife_assault,unfound_knife_assault,act_other_weapon_assault,clr_other_weapon_assault,clr_18_other_weapon_assault,unfound_other_weapon_assault,act_simple_assault,clr_simple_assault,clr_18_simple_assault,unfound_simple_assault,act_hand_feet_assault,clr_hand_feet_assault,clr_18_hand_feet_assault,unfound_hand_feet_assault,act_burglary_total,clr_burglary_total,clr_18_burglary_total,unfound_burglary_total,act_attempted_burglary,clr_attempted_burglary,clr_18_attempted_burglary,unfound_attempted_burglary,act_burg_force_entry,clr_burg_force_entry,clr_18_burg_force_entry,unfound_burg_force_entry,act_burg_no_force_entry,clr_burg_no_force_entry,clr_18_burg_no_force_entry,unfound_burg_no_force_entry,act_mtr_vhc_theft_total,clr_mtr_vhc_theft_total,clr_18_mtr_vhc_theft_total,unfound_mtr_vhc_theft_total,act_manslaughter,clr_manslaughter,clr_18_manslaughter,unfound_manslaughter,act_murder,clr_murder,clr_18_murder,unfound_murder,officers_assaulted,officers_killed_by_accident,officers_killed_by_felony,act_rape_total,clr_rape_total,clr_18_rape_total,unfound_rape_total,act_attempted_rape,clr_attempted_rape,clr_18_attempted_rape,unfound_attempted_rape,act_force_rape,clr_force_rape,clr_18_force_rape,unfound_force_rape,act_robbery_total,clr_robbery_total,clr_18_robbery_total,unfound_robbery_total,act_gun_robbery,clr_gun_robbery,clr_18_gun_robbery,unfound_gun_robbery,act_knife_robbery,clr_knife_robbery,clr_18_knife_robbery,unfound_knife_robbery,act_other_weapon_robbery,clr_other_weapon_robbery,clr_18_other_weapon_robbery,unfound_other_weapon_robbery,act_strong_arm_robbery,clr_strong_arm_robbery,clr_18_strong_arm_robbery,unfound_strong_arm_robbery,act_theft_total,clr_theft_total,clr_18_theft_total,unfound_theft_total,act_auto_theft,clr_auto_theft,clr_18_auto_theft,unfound_auto_theft,act_other_vhc_theft,clr_other_vhc_theft,clr_18_other_vhc_theft,unfound_other_vhc_theft,act_truck_bus_theft,clr_truck_bus_theft,clr_18_truck_bus_theft,unfound_truck_bus_theft
Florence Police Department,1992,Texas,843,TX24601,26,13,4,2,2,1,1,0,5,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,7,3,1,0,0,0,0,0,6,3,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,2,1,1,0,0,1,0,0,0,0,1,0,0,0
Florence Police Department,1993,Texas,958,TX24601,26,9,7,1,2,2,0,0,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2,2,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0
Florence Police Department,1994,Texas,976,TX24601,30,16,8,1,3,3,2,0,13,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,3,0,3,3,2,0,10,2,2,0,2,0,0,0,2,1,1,0,6,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0
Florence Police Department,1995,Texas,1179,TX24601,21,11,4,2,1,1,1,0,10,5,1,0,0,0,0,0,1,1,1,0,0,0,0,0,9,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,1,2,2,1,1,0,0,0,0,0,0,0,0
Florence Police Department,1996,Texas,1204,TX24601,13,9,3,0,0,0,0,0,8,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Florence Police Department,1997,Texas,1223,TX24601,34,25,9,1,4,2,0,0,18,16,5,0,2,1,0,0,1,0,0,0,0,0,0,0,14,14,5,0,1,1,0,0,5,2,0,0,0,0,0,0,4,2,0,0,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,2,1,0,0,0,0,0,0,0,0,2,2,2,0
Florence Police Department,1998,Texas,1129,TX24601,31,23,9,3,1,1,1,0,15,15,5,0,0,0,0,0,1,1,1,0,0,0,0,0,14,14,4,0,0,0,0,0,7,3,1,0,0,0,0,0,1,0,0,0,6,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,0,0,0,2,0,0,0,0,0,0,0,0
Florence Police Department,1999,Texas,1081,TX24601,32,16,5,0,1,1,0,0,6,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,5,0,0,0,0,0,0,13,7,5,0,0,0,0,0,3,2,1,0,10,5,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Florence Police Department,2000,Texas,1054,TX24601,42,26,8,2,1,1,0,0,12,10,3,0,0,0,0,0,1,1,0,0,0,0,0,0,11,9,3,0,0,0,0,0,8,3,2,1,1,0,0,0,5,2,2,0,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,3,0,0,0,0,0,0,0,0,0,1,1,0,1
Florence Police Department,2001,Texas,1078,TX24601,49,22,14,2,3,3,0,1,21,20,12,1,0,0,0,0,1,1,0,0,0,0,0,0,18,17,12,0,2,2,0,1,4,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
