agency,year,state,population,ORI,act_all_crimes,clr_all_crimes,clr_18_all_crimes,unfound_all_crimes,act_aggravated_assault,tot_clr_aggravated_assault,clr_18_aggravated_assault,unfound_aggravated_assault,act_assault_total,tot_clr_assault_total,clr_18_assault_total,unfound_assault_total,act_gun_assault,tot_clr_gun_assault,clr_18_gun_assault,unfound_gun_assault,act_knife_assault,tot_clr_knife_assault,clr_18_knife_assault,unfound_knife_assault,act_other_weapon_assault,tot_clr_other_weapon_assault,clr_18_other_weapon_assault,unfound_other_weapon_assault,act_simple_assault,tot_clr_simple_assault,clr_18_simple_assault,unfound_simple_assault,act_hand_feet_assault,tot_clr_hand_feet_assault,clr_18_hand_feet_assault,unfound_hand_feet_assault,act_burglary_total,tot_clr_burglary_total,clr_18_burglary_total,unfound_burglary_total,act_attempted_burglary,tot_clr_attempted_burglary,clr_18_attempted_burglary,unfound_attempted_burglary,act_burg_force_entry,tot_clr_burg_force_entry,clr_18_burg_force_entry,unfound_burg_force_entry,act_burg_no_force_entry,tot_clr_burg_no_force_entry,clr_18_burg_no_force_entry,unfound_burg_no_force_entry,act_mtr_vhc_theft_total,tot_clr_mtr_vhc_theft_total,clr_18_mtr_vhc_theft_total,unfound_mtr_vhc_theft_total,act_manslaughter,tot_clr_manslaughter,clr_18_manslaughter,unfound_manslaughter,act_murder,tot_clr_murder,clr_18_murder,unfound_murder,officers_assaulted,officers_killed_by_accident,officers_killed_by_felony,act_rape_total,tot_clr_rape_total,clr_18_rape_total,unfound_rape_total,act_attempted_rape,tot_clr_attempted_rape,clr_18_attempted_rape,unfound_attempted_rape,act_force_rape,tot_clr_force_rape,clr_18_force_rape,unfound_force_rape,act_robbery_total,tot_clr_robbery_total,clr_18_robbery_total,unfound_robbery_total,act_gun_robbery,tot_clr_gun_robbery,clr_18_gun_robbery,unfound_gun_robbery,act_knife_robbery,tot_clr_knife_robbery,clr_18_knife_robbery,unfound_knife_robbery,act_other_weapon_robbery,tot_clr_other_weapon_robbery,clr_18_other_weapon_robbery,unfound_other_weapon_robbery,act_strong_arm_robbery,tot_clr_strong_arm_robbery,clr_18_strong_arm_robbery,unfound_strong_arm_robbery,act_theft_total,tot_clr_theft_total,clr_18_theft_total,unfound_theft_total,act_auto_theft,tot_clr_auto_theft,clr_18_auto_theft,unfound_auto_theft,act_other_vhc_theft,tot_clr_other_vhc_theft,clr_18_other_vhc_theft,unfound_other_vhc_theft,act_truck_bus_theft,tot_clr_truck_bus_theft,clr_18_truck_bus_theft,unfound_truck_bus_theft
Valparaiso Police Department,2017,Florida,5081,FL04604,77,23,0,0,8,4,0,0,25,11,0,0,0,0,0,0,5,0,0,0,0,0,0,0,17,7,0,0,3,0,0,0,18,3,0,0,2,0,0,0,10,1,0,0,6,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,0,0,4,0,0,0,3,0,0,0,0,0,0,0
Valparaiso Police Department,2016,Florida,5023,FL04604,127,45,2,0,4,3,0,0,33,26,1,0,1,0,0,0,1,0,0,0,2,0,0,0,29,23,1,0,0,0,0,0,28,5,0,0,0,0,0,0,16,4,0,0,12,1,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,9,1,0,6,5,0,0,3,0,0,0,0,0,0,0
Valparaiso Police Department,2015,Florida,5230,FL04604,62,6,0,0,4,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,4,0,0,3,0,0,0,14,1,0,0,0,0,0,0,4,0,0,0,10,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Valparaiso Police Department,2014,Florida,5275,FL04604,71,8,1,0,7,1,0,0,22,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,2,0,0,6,0,0,0,22,2,1,0,0,0,0,0,4,1,1,0,18,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0
Valparaiso Police Department,2013,Florida,5138,FL04604,75,26,1,0,4,3,0,0,26,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,1,0,4,0,0,0,8,1,0,0,2,1,0,0,3,0,0,0,3,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,8,0,0,2,1,0,0,2,2,0,0,0,0,0,0
Valparaiso Police Department,2012,Florida,5164,FL04604,73,11,2,0,6,1,0,0,23,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,5,0,0,0,11,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,3,2,1,0,0,0,0,0,0,0,0,0
Valparaiso Police Department,2011,Florida,5105,FL04604,57,15,2,0,2,2,0,0,11,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,1,0,2,0,0,0,12,2,0,0,0,0,0,0,9,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Valparaiso Police Department,2010,Florida,5036,FL04604,80,38,5,0,3,5,0,0,19,18,0,0,2,0,0,0,1,0,0,0,0,0,0,0,16,13,0,0,0,0,0,0,14,1,1,0,1,0,0,0,6,1,1,0,7,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,43,15,2,0,1,1,1,0,0,0,0,0,0,0,0,0
Valparaiso Police Department,2009,Florida,5991,FL04604,75,17,4,0,8,3,0,0,39,10,4,0,1,0,0,0,0,0,0,0,5,0,0,0,31,7,4,0,2,0,0,0,11,1,0,0,0,0,0,0,6,0,0,0,5,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,1,2,0,0,1,0,0,0,0,0,0,0
Valparaiso Police Department,2008,Florida,6224,FL04604,102,26,3,0,3,1,1,0,25,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,22,9,1,0,2,0,0,0,20,3,1,0,3,0,0,0,4,1,1,0,13,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Valparaiso Police Department,2007,Florida,6047,FL04604,99,22,1,0,11,5,0,0,35,14,1,0,0,0,0,0,3,0,0,0,2,0,0,0,24,9,1,0,6,0,0,0,23,3,0,0,1,0,0,0,16,2,0,0,6,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5,0,0,3,0,0,0,0,0,0,0,1,0,0,0
Valparaiso Police Department,2006,Florida,6472,FL04604,156,50,12,0,9,5,0,0,64,18,0,0,2,0,0,0,4,0,0,0,2,0,0,0,55,13,0,0,1,0,0,0,17,6,5,0,2,3,3,0,5,0,0,0,10,3,2,0,12,10,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,15,1,0,12,10,6,0,0,0,0,0,0,0,0,0
Valparaiso Police Department,2005,Florida,6479,FL04604,196,90,10,0,2,1,0,0,45,32,0,0,0,0,0,0,2,0,0,0,0,0,0,0,43,31,0,0,0,0,0,0,17,2,0,0,1,0,0,0,5,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,56,10,0,0,0,0,0,0,0,0,0,0,0,0,0
