agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Shorewood Police Department,2023,Illinois,18316,IL09921,0,0,0,0,0,3,3,0,0,0,0,0,0,102,1,3,1,1,96,6,2,3,1,42,11,8,0,3,164,0,6,9,59,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shorewood Police Department,2022,Illinois,18326,IL09921,0,0,0,0,0,5,5,0,3,0,0,0,3,106,1,0,4,0,101,9,8,1,0,110,11,6,0,5,244,0,5,13,130,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shorewood Police Department,2021,Illinois,17685,IL09921,0,0,0,0,0,9,8,1,0,0,0,0,0,43,2,0,0,0,41,7,3,3,1,62,4,1,0,3,125,0,2,11,73,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shorewood Police Department,2020,Illinois,17722,IL09921,0,0,0,0,0,11,0,0,3,0,0,0,0,3,0,0,0,0,0,7,0,0,0,115,8,0,0,0,147,0,3,17,130,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shorewood Police Department,2019,Illinois,17606,IL09921,0,0,0,0,0,12,0,0,2,0,0,0,0,11,0,0,0,0,0,11,0,0,0,127,12,0,0,0,175,0,11,25,150,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shorewood Police Department,2018,Illinois,17482,IL09921,0,0,0,0,0,6,0,0,1,0,0,0,0,7,0,0,0,0,0,9,0,0,0,88,4,0,0,0,115,0,7,14,101,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shorewood Police Department,2017,Illinois,17171,IL09921,0,0,0,0,0,6,0,0,4,0,0,0,0,8,0,0,0,0,0,15,0,0,0,117,9,0,0,0,159,0,8,18,141,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shorewood Police Department,2016,Illinois,16968,IL09921,0,0,0,0,0,9,0,0,2,0,0,0,0,15,0,0,0,0,0,30,0,0,0,141,8,0,0,0,205,0,15,26,179,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shorewood Police Department,2015,Illinois,16796,IL09921,0,0,0,2,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,22,0,0,0,165,11,0,0,0,215,0,11,17,198,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shorewood Police Department,2014,Illinois,16490,IL09921,0,0,0,0,0,3,0,0,2,0,0,0,0,3,0,0,0,0,0,22,0,0,0,106,9,0,0,0,145,0,3,8,137,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
