agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_theft_under50_dollar,tot_clr_assault_aggravated,tot_clr_index_violent,tot_clr_index_property,tot_clr_index_total,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_theft_under50_dollar,clr_18_assault_aggravated,clr_18_index_violent,clr_18_index_property,clr_18_index_total,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_theft_under50_dollar,unfound_assault_aggravated,unfound_index_violent,unfound_index_property,unfound_index_total
Alliance Police Department,2023,Nebraska,7980,NB00701,0,0,0,0,0,2,2,0,1,0,0,0,1,107,0,2,12,9,84,12,3,8,1,70,11,10,1,0,203,0,23,26,93,119,0,0,0,0,0,1,0,0,0,1,50,0,2,3,4,41,3,2,1,0,1,2,2,0,0,57,0,9,10,6,16,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliance Police Department,2022,Nebraska,7807,NB00701,0,0,0,0,0,4,4,0,1,0,0,0,1,120,1,0,11,20,88,17,3,14,0,105,9,8,0,1,256,0,32,37,131,168,0,0,0,0,0,0,0,0,0,0,50,1,0,6,6,37,5,1,4,0,7,1,0,0,1,63,0,13,13,13,26,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,7,0,0,0,0,0,1,0,0,1,9,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliance Police Department,2021,Nebraska,7986,NB00701,0,0,0,0,1,11,11,0,9,0,1,4,4,137,1,0,12,24,100,234,196,31,7,77,13,12,1,0,482,0,37,57,324,381,0,0,2,2,0,4,0,1,1,2,55,1,0,10,5,39,5,3,2,0,6,2,2,0,0,74,0,16,22,13,35,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliance Police Department,2020,Nebraska,8051,NB00701,0,0,0,1,1,4,4,0,2,0,1,0,1,110,1,1,7,10,91,33,10,23,0,52,7,7,0,0,210,0,19,26,92,118,1,1,1,1,0,2,0,1,0,1,50,0,0,6,7,37,6,0,6,0,2,3,3,0,0,66,0,13,17,11,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliance Police Department,2019,Nebraska,,NB00701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alliance Police Department,2018,Nebraska,8122,NB00701,0,0,0,0,0,3,3,0,0,0,0,0,0,124,0,0,6,0,118,32,10,20,2,90,8,8,0,0,257,0,6,9,130,139,0,0,1,1,0,0,0,0,0,0,72,0,0,4,0,68,1,1,0,0,7,2,2,0,0,83,0,4,5,10,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliance Police Department,2017,Nebraska,8393,NB00701,0,0,0,0,0,9,9,0,1,0,0,0,1,113,0,1,10,2,100,31,5,26,0,90,9,9,0,0,253,0,13,23,130,153,0,0,4,4,0,1,0,0,0,1,62,0,1,8,1,52,2,0,2,0,9,2,2,0,0,80,0,10,15,13,28,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliance Police Department,2016,Nebraska,8533,NB00701,0,0,0,0,0,6,5,1,1,0,0,0,1,128,1,4,8,2,113,32,9,22,1,61,8,8,0,0,236,0,15,22,101,123,0,0,2,1,1,1,0,0,0,1,68,1,1,7,2,57,3,2,1,0,7,2,2,0,0,83,0,11,14,12,26,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,1,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliance Police Department,2015,Nebraska,8529,NB00701,0,0,0,0,0,3,3,0,0,0,0,0,0,145,1,0,4,3,137,32,5,24,3,138,1,1,0,0,319,0,8,11,171,182,0,0,1,1,0,0,0,0,0,0,78,1,0,4,1,72,7,0,7,0,16,0,0,0,0,102,0,6,7,23,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,2,0,5,0,0,0,0,8,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliance Police Department,2014,Nebraska,8502,NB00701,0,0,0,0,0,6,6,0,2,1,0,0,1,129,1,2,5,10,111,44,9,31,4,122,10,10,0,0,313,0,18,26,176,202,0,0,2,2,0,1,0,0,0,1,68,1,2,3,3,59,2,0,2,0,14,1,1,0,0,88,0,9,12,17,29,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliance Police Department,2013,Nebraska,8510,NB00701,0,0,0,0,0,8,6,2,1,1,0,0,0,134,0,1,9,1,123,57,9,43,5,76,3,3,0,0,279,0,11,20,136,156,0,0,4,4,0,1,1,0,0,0,57,0,1,6,0,50,12,3,8,1,12,1,1,0,0,87,0,7,12,25,37,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
