agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Galena Police Department,2023,Kansas,2744,KS01102,0,0,0,0,0,0,0,0,1,0,1,0,0,46,2,6,4,3,31,7,4,3,0,27,5,2,2,1,86,0,15,16,39,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galena Police Department,2022,Kansas,2737,KS01102,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,1,0,5,41,5,3,2,0,29,5,2,1,2,88,0,8,8,39,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galena Police Department,2021,Kansas,2798,KS01102,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2,2,5,6,49,4,3,1,0,32,12,7,1,4,112,0,15,15,48,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galena Police Department,2020,Kansas,2832,KS01102,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2,0,6,4,47,13,5,5,3,54,6,3,1,2,132,0,12,12,73,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galena Police Department,2019,Kansas,2848,KS01102,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,1,1,1,28,16,7,8,1,38,11,6,1,4,99,0,6,6,65,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galena Police Department,2018,Kansas,2871,KS01102,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2,5,2,4,34,21,11,9,1,73,12,7,2,3,153,0,13,13,106,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galena Police Department,2017,Kansas,2855,KS01102,0,0,0,1,2,0,0,0,0,0,0,0,0,45,2,1,6,1,35,13,8,5,0,57,7,5,0,2,125,0,10,11,77,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galena Police Department,2016,Kansas,2901,KS01102,0,0,0,0,0,0,0,0,1,1,0,0,0,48,2,5,4,0,37,11,2,9,0,37,4,3,0,1,101,0,11,12,52,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galena Police Department,2015,Kansas,2938,KS01102,0,0,0,0,0,0,0,0,1,1,0,0,0,40,2,2,2,0,34,21,11,9,1,46,12,5,4,3,120,0,6,7,79,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galena Police Department,2014,Kansas,2973,KS01102,0,0,0,0,0,3,2,1,0,0,0,0,0,34,1,1,1,1,30,41,26,11,4,70,17,8,3,6,165,0,4,7,128,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
