agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,tot_clr_index_violent,tot_clr_index_property,tot_clr_index_total,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,clr_18_index_violent,clr_18_index_property,clr_18_index_total,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated,unfound_index_violent,unfound_index_property,unfound_index_total
University of Central Missouri - Dept. of Public S,2018,Missouri,0,MO05104,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,6,8,0,8,0,59,4,3,1,0,80,0,3,71,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,4
University of Central Missouri - Dept. of Public S,2017,Missouri,0,MO05104,0,0,0,0,0,4,4,0,1,1,0,0,0,13,0,0,0,2,11,11,1,10,0,73,2,1,0,1,104,2,7,86,93,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,1,1,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
University of Central Missouri - Dept. of Public S,2016,Missouri,0,MO05104,0,0,2,0,0,12,12,0,2,0,0,0,2,29,1,1,2,7,18,10,1,9,0,135,1,0,0,1,189,11,25,146,171,0,0,1,1,0,0,0,0,0,0,10,2,1,0,0,7,0,0,0,0,4,0,0,0,0,15,3,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,7,0,0,7,7
University of Central Missouri - Dept. of Public S,2015,Missouri,0,MO05104,0,0,0,0,0,3,3,0,3,2,0,1,0,25,0,0,0,6,19,10,2,6,2,122,8,3,2,3,171,6,12,140,152,0,0,0,0,0,0,0,0,0,0,17,0,0,0,5,12,1,0,0,1,7,1,1,0,0,26,5,5,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,5,0,0,5,5
University of Central Missouri - Dept. of Public S,2014,Missouri,0,MO05104,0,0,5,0,0,3,3,0,0,0,0,0,0,36,6,0,1,9,20,11,0,10,1,136,5,2,0,3,191,16,19,152,171,0,0,0,0,0,0,0,0,0,0,26,0,0,0,7,19,0,0,0,0,5,2,0,0,2,33,7,7,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,14,0,1,13,14
University of Central Missouri - Dept. of Public S,2013,Missouri,0,MO05104,0,0,0,0,0,3,2,1,1,0,0,0,1,27,1,1,0,0,25,18,2,16,0,120,6,1,0,5,175,2,6,144,150,0,0,1,0,1,0,0,0,0,0,25,1,1,0,0,23,1,0,1,0,6,1,0,0,1,34,2,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,12,0,1,11,12
University of Central Missouri - Dept. of Public S,2012,Missouri,0,MO05104,0,0,0,0,0,1,1,0,1,0,0,0,1,30,0,1,3,0,26,25,2,23,0,112,2,1,0,1,171,4,6,139,145,0,0,0,0,0,0,0,0,0,0,25,0,1,2,0,22,4,0,4,0,20,0,0,0,0,49,3,3,24,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,1,0,1,0,12,0,0,0,0,23,0,0,13,13
University of Central Missouri - Dept. of Public S,2011,Missouri,0,MO05104,0,0,0,0,0,1,1,0,0,0,0,0,0,34,0,0,2,9,23,25,2,23,0,143,5,5,0,0,208,11,12,173,185,0,0,1,1,0,0,0,0,0,0,32,0,0,2,9,21,1,0,1,0,11,2,2,0,0,47,11,12,14,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,7,0,0,0,0,9,0,0,7,7
University of Central Missouri - Dept. of Public S,2010,Missouri,0,MO05104,0,0,0,0,0,1,1,0,1,0,0,0,1,37,0,0,0,4,33,40,1,38,1,103,2,0,0,2,184,4,6,145,151,0,0,0,0,0,0,0,0,0,0,21,0,0,0,2,19,10,1,9,0,12,0,0,0,0,43,2,2,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,7,0,2,5,7
University of Central Missouri - Dept. of Public S,2009,Missouri,0,MO05104,0,0,3,0,0,0,0,0,1,0,0,0,1,15,0,0,0,1,14,38,2,36,0,100,2,1,0,1,156,1,2,140,142,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,14,1,0,1,0,7,2,1,0,1,25,1,1,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,8,0,0,0,0,13,0,0,13,13
