agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Cannon Falls Police Department,2023,Minnesota,4219,MN02501,0,0,0,0,0,1,1,0,0,0,0,0,0,37,0,1,4,0,32,6,4,1,1,22,1,0,1,0,67,0,5,6,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cannon Falls Police Department,2022,Minnesota,4256,MN02501,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,12,14,7,5,2,44,1,1,0,0,72,0,1,1,59,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cannon Falls Police Department,2021,Minnesota,4016,MN02501,0,0,0,0,0,1,1,0,0,0,0,0,0,34,0,1,0,1,32,3,2,1,0,53,8,4,3,1,99,0,2,3,64,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cannon Falls Police Department,2020,Minnesota,4046,MN02501,0,0,0,0,0,1,1,0,0,0,0,0,0,22,1,1,1,3,16,21,14,7,0,69,6,4,1,1,119,0,6,7,96,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cannon Falls Police Department,2019,Minnesota,4063,MN02501,0,0,0,0,0,0,0,0,1,0,0,1,0,23,0,0,0,0,23,9,5,4,0,62,3,2,1,0,98,0,0,1,74,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cannon Falls Police Department,2018,Minnesota,4060,MN02501,0,0,0,0,0,2,2,0,0,0,0,0,0,23,0,0,0,3,20,11,1,7,3,68,8,2,5,1,112,0,3,5,87,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cannon Falls Police Department,2017,Minnesota,4110,MN02501,0,0,0,0,0,1,1,0,0,0,0,0,0,21,0,0,1,1,19,15,3,12,0,80,3,3,0,0,120,0,2,3,98,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Cannon Falls Police Department,2016,Minnesota,4057,MN02501,0,0,0,0,0,2,2,0,0,0,0,0,0,19,1,1,1,1,15,10,6,4,0,111,6,4,0,2,148,0,4,6,127,133,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1
Cannon Falls Police Department,2015,Minnesota,4064,MN02501,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,1,0,22,28,8,20,0,89,8,2,0,6,149,0,2,2,125,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cannon Falls Police Department,2014,Minnesota,4077,MN02501,0,0,0,0,0,1,1,0,0,0,0,0,0,25,0,0,2,2,21,19,12,7,0,98,5,1,1,3,148,0,4,5,122,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
