agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Kentwood Police Department,2017,Louisiana,2407,LA05302,0,0,0,1,0,2,2,0,8,6,1,0,1,20,7,0,2,6,5,65,18,44,3,103,9,6,1,2,208,0,15,26,177,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentwood Police Department,2016,Louisiana,2368,LA05302,0,0,0,0,0,3,2,1,2,1,0,0,1,36,3,0,3,12,18,44,9,32,3,121,5,5,0,0,211,0,18,23,170,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentwood Police Department,2015,Louisiana,2337,LA05302,0,0,0,0,0,4,4,0,11,3,0,2,6,44,8,3,0,18,15,61,11,48,2,194,16,15,1,0,330,0,29,44,271,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,9,9
Kentwood Police Department,2014,Louisiana,2295,LA05302,0,0,0,0,0,0,0,0,6,3,1,0,2,15,2,1,4,5,3,44,12,30,2,115,3,0,0,3,183,0,12,18,162,180,0,0,0,0,0,3,2,0,1,0,8,0,0,1,7,0,25,5,17,3,22,1,1,0,0,59,0,8,11,48,59
Kentwood Police Department,2013,Louisiana,2252,LA05302,0,0,0,0,0,2,2,0,4,2,0,0,2,34,4,2,5,12,11,136,62,70,4,79,9,7,0,2,264,0,23,29,224,253,0,0,0,0,0,2,2,0,0,0,4,1,0,0,2,1,32,10,21,1,5,0,0,0,0,43,0,3,5,37,42
Kentwood Police Department,2012,Louisiana,2238,LA05302,0,0,2,0,0,1,1,0,3,2,0,0,1,43,0,0,2,1,40,36,28,4,4,115,3,3,0,0,201,0,3,7,154,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,4,0,0,0,4,4
Kentwood Police Department,2011,Louisiana,2218,LA05302,0,0,2,0,0,1,1,0,7,1,3,0,3,62,3,2,2,4,51,40,37,0,3,101,1,1,0,0,212,0,11,19,142,161,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,1,3,4
Kentwood Police Department,2010,Louisiana,2198,LA05302,0,0,7,1,0,0,0,0,5,3,1,0,1,68,0,2,11,3,52,78,63,9,6,128,3,3,0,0,283,0,16,22,209,231,0,0,2,2,0,1,1,0,0,0,5,0,0,0,0,5,0,0,0,0,2,3,3,0,0,13,0,0,3,5,8
Kentwood Police Department,2009,Louisiana,2283,LA05302,0,0,0,0,0,1,1,0,4,3,0,0,1,40,2,5,0,15,18,26,19,7,0,128,9,5,4,0,208,0,22,27,163,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentwood Police Department,2008,Louisiana,2259,LA05302,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,45,37,8,0,134,1,1,0,0,195,0,0,0,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
