agency,year,state,population,ORI,act_all_crimes,clr_all_crimes,clr_18_all_crimes,unfound_all_crimes,act_aggravated_assault,tot_clr_aggravated_assault,clr_18_aggravated_assault,unfound_aggravated_assault,act_assault_total,tot_clr_assault_total,clr_18_assault_total,unfound_assault_total,act_gun_assault,tot_clr_gun_assault,clr_18_gun_assault,unfound_gun_assault,act_knife_assault,tot_clr_knife_assault,clr_18_knife_assault,unfound_knife_assault,act_other_weapon_assault,tot_clr_other_weapon_assault,clr_18_other_weapon_assault,unfound_other_weapon_assault,act_simple_assault,tot_clr_simple_assault,clr_18_simple_assault,unfound_simple_assault,act_hand_feet_assault,tot_clr_hand_feet_assault,clr_18_hand_feet_assault,unfound_hand_feet_assault,act_burglary_total,tot_clr_burglary_total,clr_18_burglary_total,unfound_burglary_total,act_attempted_burglary,tot_clr_attempted_burglary,clr_18_attempted_burglary,unfound_attempted_burglary,act_burg_force_entry,tot_clr_burg_force_entry,clr_18_burg_force_entry,unfound_burg_force_entry,act_burg_no_force_entry,tot_clr_burg_no_force_entry,clr_18_burg_no_force_entry,unfound_burg_no_force_entry,act_mtr_vhc_theft_total,tot_clr_mtr_vhc_theft_total,clr_18_mtr_vhc_theft_total,unfound_mtr_vhc_theft_total,act_manslaughter,tot_clr_manslaughter,clr_18_manslaughter,unfound_manslaughter,act_murder,tot_clr_murder,clr_18_murder,unfound_murder,officers_assaulted,officers_killed_by_accident,officers_killed_by_felony,act_rape_total,tot_clr_rape_total,clr_18_rape_total,unfound_rape_total,act_attempted_rape,tot_clr_attempted_rape,clr_18_attempted_rape,unfound_attempted_rape,act_force_rape,tot_clr_force_rape,clr_18_force_rape,unfound_force_rape,act_robbery_total,tot_clr_robbery_total,clr_18_robbery_total,unfound_robbery_total,act_gun_robbery,tot_clr_gun_robbery,clr_18_gun_robbery,unfound_gun_robbery,act_knife_robbery,tot_clr_knife_robbery,clr_18_knife_robbery,unfound_knife_robbery,act_other_weapon_robbery,tot_clr_other_weapon_robbery,clr_18_other_weapon_robbery,unfound_other_weapon_robbery,act_strong_arm_robbery,tot_clr_strong_arm_robbery,clr_18_strong_arm_robbery,unfound_strong_arm_robbery,act_theft_total,tot_clr_theft_total,clr_18_theft_total,unfound_theft_total,act_auto_theft,tot_clr_auto_theft,clr_18_auto_theft,unfound_auto_theft,act_other_vhc_theft,tot_clr_other_vhc_theft,clr_18_other_vhc_theft,unfound_other_vhc_theft,act_truck_bus_theft,tot_clr_truck_bus_theft,clr_18_truck_bus_theft,unfound_truck_bus_theft
Story City Police Department,2017,Iowa,3406,IA08503,50,19,1,0,4,3,0,0,20,15,0,0,1,1,0,0,0,0,0,0,1,1,0,0,16,12,0,0,2,1,0,0,9,2,0,0,0,0,0,0,2,0,0,0,7,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0
Story City Police Department,2016,Iowa,3439,IA08503,58,15,1,0,3,3,0,0,17,8,0,0,0,0,0,0,2,2,0,0,1,1,0,0,14,5,0,0,0,0,0,0,7,1,0,0,0,0,0,0,3,1,0,0,4,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,1,0,5,2,0,0,0,0,0,0,0,0,0,0
Story City Police Department,2015,Iowa,3431,IA08503,64,28,11,0,2,2,1,0,28,20,10,0,0,0,0,0,1,1,0,0,0,0,0,0,26,18,9,0,1,1,1,0,6,1,0,0,0,0,0,0,4,0,0,0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,1,0,3,1,0,0,0,0,0,0,0,0,0,0
Story City Police Department,2014,Iowa,3434,IA08503,39,10,2,0,1,1,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0
Story City Police Department,2013,Iowa,3424,IA08503,48,10,5,0,2,0,0,0,16,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,4,0,2,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Story City Police Department,2012,Iowa,3449,IA08503,55,15,1,0,0,0,0,0,16,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,1,0,0,0,0,0,13,2,0,0,0,0,0,0,5,0,0,0,8,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Story City Police Department,2011,Iowa,3449,IA08503,62,25,9,0,2,1,0,0,17,12,3,0,0,0,0,0,0,0,0,0,1,1,0,0,15,11,3,0,1,0,0,0,11,5,1,0,0,0,0,0,6,2,1,0,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8,5,0,1,0,0,0,0,0,0,0,0,0,0,0
Story City Police Department,2010,Iowa,3431,IA08503,54,14,3,0,1,1,1,0,9,7,1,0,0,0,0,0,0,0,0,0,1,1,1,0,8,6,0,0,0,0,0,0,21,4,0,0,1,0,0,0,5,2,0,0,15,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
Story City Police Department,2009,Iowa,3406,IA08503,58,15,5,0,4,3,0,0,16,10,1,0,0,0,0,0,1,1,0,0,2,1,0,0,12,7,1,0,1,1,0,0,10,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,4,0,2,0,0,0,0,0,0,0,0,0,0,0
Story City Police Department,2008,Iowa,3347,IA08503,53,17,3,0,1,1,0,0,16,13,3,0,0,0,0,0,0,0,0,0,1,1,0,0,15,12,3,0,0,0,0,0,14,3,0,0,0,0,0,0,12,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Story City Police Department,2007,Iowa,3187,IA08503,66,19,2,0,0,0,0,0,19,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,2,0,0,0,0,0,13,1,0,0,5,0,0,0,4,1,0,0,4,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,0,3,1,0,0,0,0,0,0,1,0,0,0
Story City Police Department,2006,Iowa,3158,IA08503,53,14,5,0,2,2,0,0,12,11,2,0,1,1,0,0,0,0,0,0,1,1,0,0,10,9,2,0,0,0,0,0,14,0,0,0,1,0,0,0,9,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,24,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0
Story City Police Department,2005,Iowa,3201,IA08503,54,21,7,0,1,0,0,0,15,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,3,0,1,0,0,0,11,3,2,0,1,0,0,0,9,3,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0
Story City Police Department,2004,Iowa,3372,IA08503,49,20,6,0,0,0,0,0,14,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,3,0,0,0,0,0,13,3,1,0,2,0,0,0,7,2,0,0,4,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,2,0,3,0,0,0,1,0,0,0,0,0,0,0
Story City Police Department,2003,Iowa,3358,IA08503,48,10,2,0,2,2,0,0,7,7,1,0,0,0,0,0,1,1,0,0,0,0,0,0,5,5,1,0,1,1,0,0,12,0,0,0,1,0,0,0,5,0,0,0,6,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,0,7,2,0,0,0,0,0,0,0,0,0,0
Story City Police Department,2002,Iowa,3239,IA08503,52,20,10,0,0,0,0,0,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,1,0,0,0,0,0,13,6,6,0,1,1,1,0,6,3,3,0,6,2,2,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,2,0,5,2,1,0,1,1,0,0,0,0,0,0
Story City Police Department,2001,Iowa,3225,IA08503,25,8,4,0,1,1,0,0,6,5,2,0,0,0,0,0,1,1,0,0,0,0,0,0,5,4,2,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Story City Police Department,2e3,Iowa,3228,IA08503,51,16,6,0,0,0,0,0,14,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,3,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6,3,0,1,1,0,0,0,0,0,0,0,0,0,0
