agency,year,state,population,ORI,act_all_crimes,clr_all_crimes,clr_18_all_crimes,unfound_all_crimes,act_aggravated_assault,tot_clr_aggravated_assault,clr_18_aggravated_assault,unfound_aggravated_assault,act_assault_total,tot_clr_assault_total,clr_18_assault_total,unfound_assault_total,act_gun_assault,tot_clr_gun_assault,clr_18_gun_assault,unfound_gun_assault,act_knife_assault,tot_clr_knife_assault,clr_18_knife_assault,unfound_knife_assault,act_other_weapon_assault,tot_clr_other_weapon_assault,clr_18_other_weapon_assault,unfound_other_weapon_assault,act_simple_assault,tot_clr_simple_assault,clr_18_simple_assault,unfound_simple_assault,act_hand_feet_assault,tot_clr_hand_feet_assault,clr_18_hand_feet_assault,unfound_hand_feet_assault,act_burglary_total,tot_clr_burglary_total,clr_18_burglary_total,unfound_burglary_total,act_attempted_burglary,tot_clr_attempted_burglary,clr_18_attempted_burglary,unfound_attempted_burglary,act_burg_force_entry,tot_clr_burg_force_entry,clr_18_burg_force_entry,unfound_burg_force_entry,act_burg_no_force_entry,tot_clr_burg_no_force_entry,clr_18_burg_no_force_entry,unfound_burg_no_force_entry,act_mtr_vhc_theft_total,tot_clr_mtr_vhc_theft_total,clr_18_mtr_vhc_theft_total,unfound_mtr_vhc_theft_total,act_manslaughter,tot_clr_manslaughter,clr_18_manslaughter,unfound_manslaughter,act_murder,tot_clr_murder,clr_18_murder,unfound_murder,officers_assaulted,officers_killed_by_accident,officers_killed_by_felony,act_rape_total,tot_clr_rape_total,clr_18_rape_total,unfound_rape_total,act_attempted_rape,tot_clr_attempted_rape,clr_18_attempted_rape,unfound_attempted_rape,act_force_rape,tot_clr_force_rape,clr_18_force_rape,unfound_force_rape,act_robbery_total,tot_clr_robbery_total,clr_18_robbery_total,unfound_robbery_total,act_gun_robbery,tot_clr_gun_robbery,clr_18_gun_robbery,unfound_gun_robbery,act_knife_robbery,tot_clr_knife_robbery,clr_18_knife_robbery,unfound_knife_robbery,act_other_weapon_robbery,tot_clr_other_weapon_robbery,clr_18_other_weapon_robbery,unfound_other_weapon_robbery,act_strong_arm_robbery,tot_clr_strong_arm_robbery,clr_18_strong_arm_robbery,unfound_strong_arm_robbery,act_theft_total,tot_clr_theft_total,clr_18_theft_total,unfound_theft_total,act_auto_theft,tot_clr_auto_theft,clr_18_auto_theft,unfound_auto_theft,act_other_vhc_theft,tot_clr_other_vhc_theft,clr_18_other_vhc_theft,unfound_other_vhc_theft,act_truck_bus_theft,tot_clr_truck_bus_theft,clr_18_truck_bus_theft,unfound_truck_bus_theft
Stutsman County Sheriff's Office,2017,North Dakota,5182,ND04700,65,26,1,0,3,2,0,0,26,17,1,0,1,1,0,0,1,1,0,0,1,0,0,0,23,15,1,0,0,0,0,0,12,7,0,0,1,0,0,0,5,4,0,0,6,3,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,4,2,0,0,1,0,0,0,1,0,0,0
Stutsman County Sheriff's Office,2016,North Dakota,5190,ND04700,98,39,2,0,0,0,0,0,26,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,21,0,0,0,0,0,0,18,6,0,0,0,0,0,0,15,5,0,0,3,1,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,8,0,0,3,2,0,0,1,1,1,0,2,1,1,0
Stutsman County Sheriff's Office,2015,North Dakota,5661,ND04700,133,63,3,0,1,1,0,0,39,22,2,0,0,0,0,0,0,0,0,0,1,1,0,0,38,21,2,0,0,0,0,0,49,32,0,0,0,0,0,0,47,32,0,0,2,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4,1,0,4,3,0,0,0,0,0,0,0,0,0,0
Stutsman County Sheriff's Office,2014,North Dakota,5758,ND04700,69,31,5,0,4,3,0,0,19,16,3,0,0,0,0,0,2,1,0,0,0,0,0,0,15,13,3,0,2,2,0,0,17,5,1,0,0,0,0,0,14,4,0,0,3,1,1,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,4,0,0,4,3,0,0,2,0,0,0,1,0,0,0
Stutsman County Sheriff's Office,2013,North Dakota,6026,ND04700,93,34,4,0,3,2,0,0,24,14,3,0,0,0,0,0,1,0,0,0,1,1,0,0,21,12,3,0,1,1,0,0,37,15,0,0,3,1,0,0,31,12,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Stutsman County Sheriff's Office,2012,North Dakota,5792,ND04700,80,27,4,0,1,1,0,0,25,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,3,0,1,1,0,0,13,3,0,0,1,0,0,0,9,3,0,0,3,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,1,0,8,1,0,0,2,0,0,0,0,0,0,0
Stutsman County Sheriff's Office,2011,North Dakota,5769,ND04700,55,25,3,0,3,1,0,0,16,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,2,0,3,1,0,0,15,2,0,0,0,0,0,0,13,1,0,0,2,1,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,5,2,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,1,0,2,0,0,0,0,1,0,0,0,0,0,0
Stutsman County Sheriff's Office,2010,North Dakota,5673,ND04700,31,17,1,0,1,1,1,0,15,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,1,1,1,0,3,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Stutsman County Sheriff's Office,2009,North Dakota,5858,ND04700,58,19,6,0,2,2,0,0,14,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,3,0,2,2,0,0,8,3,0,0,0,0,0,0,3,1,0,0,5,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,2,0,2,0,0,0,1,1,1,0,0,0,0,0
Stutsman County Sheriff's Office,2008,North Dakota,5787,ND04700,81,32,3,0,0,0,0,0,26,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,1,0,0,0,0,0,13,7,1,0,0,0,0,0,9,6,1,0,4,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,8,1,0,2,1,0,0,2,0,0,0,0,0,0,0
