agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
White Bluff Police Department,2023,Tennessee,4073,TN02203,0,0,0,0,1,1,1,0,0,0,0,0,0,40,3,1,4,2,30,8,2,6,0,19,2,1,1,0,71,0,10,11,29,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Bluff Police Department,2022,Tennessee,4065,TN02203,0,0,0,0,0,1,1,0,1,1,0,0,0,38,6,0,3,2,27,2,2,0,0,13,7,5,1,1,62,0,11,13,22,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Bluff Police Department,2021,Tennessee,3741,TN02203,0,0,0,0,0,1,1,0,0,0,0,0,0,31,1,2,3,1,24,15,13,2,0,24,8,3,5,0,79,0,7,8,47,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Bluff Police Department,2020,Tennessee,3706,TN02203,0,0,0,0,0,1,1,0,1,1,0,0,0,36,3,0,2,2,29,4,1,0,3,24,4,1,3,0,70,0,7,9,32,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Bluff Police Department,2019,Tennessee,3659,TN02203,0,0,0,0,0,1,1,0,0,0,0,0,0,44,1,0,3,2,38,7,5,2,0,29,4,4,0,0,85,0,6,7,40,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Bluff Police Department,2018,Tennessee,3535,TN02203,0,0,0,0,0,0,0,0,3,3,0,0,0,35,1,3,6,2,23,6,4,2,0,29,5,3,0,2,78,0,12,15,40,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Bluff Police Department,2017,Tennessee,3483,TN02203,0,0,0,1,0,1,1,0,1,0,1,0,0,46,2,1,12,0,31,16,14,1,1,40,2,1,0,1,107,0,15,18,58,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Bluff Police Department,2016,Tennessee,3442,TN02203,0,0,0,0,0,0,0,0,1,1,0,0,0,57,0,0,1,7,49,14,12,2,0,47,5,5,0,0,124,0,8,9,66,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Bluff Police Department,2015,Tennessee,3363,TN02203,0,0,0,0,0,1,1,0,0,0,0,0,0,60,4,3,1,8,44,8,8,0,0,36,9,6,3,0,114,0,16,17,53,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Bluff Police Department,2014,Tennessee,3324,TN02203,0,0,0,0,0,1,1,0,0,0,0,0,0,38,0,2,2,2,32,6,6,0,0,42,7,6,1,0,94,0,6,7,55,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
