agency,year,state,population,ORI,act_all_crimes,clr_all_crimes,clr_18_all_crimes,unfound_all_crimes,act_aggravated_assault,tot_clr_aggravated_assault,clr_18_aggravated_assault,unfound_aggravated_assault,act_assault_total,tot_clr_assault_total,clr_18_assault_total,unfound_assault_total,act_gun_assault,tot_clr_gun_assault,clr_18_gun_assault,unfound_gun_assault,act_knife_assault,tot_clr_knife_assault,clr_18_knife_assault,unfound_knife_assault,act_other_weapon_assault,tot_clr_other_weapon_assault,clr_18_other_weapon_assault,unfound_other_weapon_assault,act_simple_assault,tot_clr_simple_assault,clr_18_simple_assault,unfound_simple_assault,act_hand_feet_assault,tot_clr_hand_feet_assault,clr_18_hand_feet_assault,unfound_hand_feet_assault,act_burglary_total,tot_clr_burglary_total,clr_18_burglary_total,unfound_burglary_total,act_attempted_burglary,tot_clr_attempted_burglary,clr_18_attempted_burglary,unfound_attempted_burglary,act_burg_force_entry,tot_clr_burg_force_entry,clr_18_burg_force_entry,unfound_burg_force_entry,act_burg_no_force_entry,tot_clr_burg_no_force_entry,clr_18_burg_no_force_entry,unfound_burg_no_force_entry,act_mtr_vhc_theft_total,tot_clr_mtr_vhc_theft_total,clr_18_mtr_vhc_theft_total,unfound_mtr_vhc_theft_total,act_manslaughter,tot_clr_manslaughter,clr_18_manslaughter,unfound_manslaughter,act_murder,tot_clr_murder,clr_18_murder,unfound_murder,officers_assaulted,officers_killed_by_accident,officers_killed_by_felony,act_rape_total,tot_clr_rape_total,clr_18_rape_total,unfound_rape_total,act_attempted_rape,tot_clr_attempted_rape,clr_18_attempted_rape,unfound_attempted_rape,act_force_rape,tot_clr_force_rape,clr_18_force_rape,unfound_force_rape,act_robbery_total,tot_clr_robbery_total,clr_18_robbery_total,unfound_robbery_total,act_gun_robbery,tot_clr_gun_robbery,clr_18_gun_robbery,unfound_gun_robbery,act_knife_robbery,tot_clr_knife_robbery,clr_18_knife_robbery,unfound_knife_robbery,act_other_weapon_robbery,tot_clr_other_weapon_robbery,clr_18_other_weapon_robbery,unfound_other_weapon_robbery,act_strong_arm_robbery,tot_clr_strong_arm_robbery,clr_18_strong_arm_robbery,unfound_strong_arm_robbery,act_theft_total,tot_clr_theft_total,clr_18_theft_total,unfound_theft_total,act_auto_theft,tot_clr_auto_theft,clr_18_auto_theft,unfound_auto_theft,act_other_vhc_theft,tot_clr_other_vhc_theft,clr_18_other_vhc_theft,unfound_other_vhc_theft,act_truck_bus_theft,tot_clr_truck_bus_theft,clr_18_truck_bus_theft,unfound_truck_bus_theft
Salmon Police Department,2016,Idaho,3019,ID03002,23,10,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,5,4,0,0,0,0,0,0,2,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salmon Police Department,2015,Idaho,3013,ID03002,47,23,4,0,3,1,0,0,23,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,14,0,0,2,1,0,0,11,6,4,0,0,0,0,0,2,0,0,0,9,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salmon Police Department,2014,Idaho,3006,ID03002,61,35,6,0,10,9,0,0,26,24,1,0,0,0,0,0,2,2,0,0,6,5,0,0,16,15,1,0,2,2,0,0,15,3,1,0,0,0,0,0,4,1,0,0,11,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,4,0,3,1,0,0,0,0,0,0,0,0,0,0
Salmon Police Department,2013,Idaho,3020,ID03002,67,35,9,0,7,6,1,0,26,21,5,0,0,0,0,0,1,1,0,0,5,5,1,0,19,15,4,0,1,0,0,0,11,2,1,0,0,0,0,0,8,1,1,0,3,1,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,2,0,4,3,1,0,0,0,0,0,0,0,0,0
Salmon Police Department,2012,Idaho,3145,ID03002,46,30,11,0,7,7,0,0,16,15,3,0,1,1,0,0,0,0,0,0,1,1,0,0,9,8,3,0,5,5,0,0,10,6,5,0,0,0,0,0,7,6,5,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,2,0,1,1,1,0,0,0,0,0,0,0,0,0
Salmon Police Department,2011,Idaho,3146,ID03002,86,23,1,0,10,8,0,0,38,15,0,0,1,1,0,0,0,0,0,0,8,6,0,0,28,7,0,0,1,1,0,0,10,2,0,0,1,0,0,0,2,0,0,0,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,35,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Salmon Police Department,2010,Idaho,3112,ID03002,56,17,0,0,7,6,0,0,28,16,0,0,1,1,0,0,1,0,0,0,5,5,0,0,21,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Salmon Police Department,2009,Idaho,2975,ID03002,59,21,3,0,10,7,1,0,22,16,1,0,3,3,0,0,1,1,1,0,5,3,0,0,12,9,0,0,1,0,0,0,10,0,0,0,1,0,0,0,5,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,23,4,2,0,1,0,0,0,2,0,0,0,0,0,0,0
Salmon Police Department,2008,Idaho,2945,ID03002,65,26,6,0,3,2,0,0,36,19,3,0,1,1,0,0,1,0,0,0,1,1,0,0,33,17,3,0,0,0,0,0,14,1,0,0,0,0,0,0,5,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Salmon Police Department,2007,Idaho,3054,ID03002,81,48,5,0,3,3,1,0,36,33,3,0,0,0,0,0,0,0,0,0,3,3,1,0,33,30,2,0,0,0,0,0,17,5,1,0,1,0,0,0,12,4,1,0,4,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,1,0,1,1,0,0,3,3,0,0,0,0,0,0
