agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,total_cleared_murder,total_cleared_manslaughter,total_cleared_rape_total,total_cleared_rape_by_force,total_cleared_rape_attempted,total_cleared_robbery_total,total_cleared_robbery_with_a_gun,total_cleared_robbery_with_a_knife,total_cleared_robbery_other_weapon,total_cleared_robbery_unarmed,total_cleared_assault_total,total_cleared_assault_with_a_gun,total_cleared_assault_with_a_knife,total_cleared_assault_other_weapon,total_cleared_assault_unarmed,total_cleared_assault_simple,total_cleared_burglary_total,total_cleared_burglary_force_entry,total_cleared_burglary_nonforce_entry,total_cleared_burglary_attempted,total_cleared_theft_total,total_cleared_motor_vehicle_theft_total,total_cleared_motor_vehicle_theft_car,total_cleared_motor_vehicle_theft_truck,total_cleared_motor_vehicle_theft_other,total_cleared_all_crimes,total_cleared_theft_under50_dollar,total_cleared_assault_aggravated,total_cleared_index_violent,total_cleared_index_property,total_cleared_index_total,cleared_18_murder,cleared_18_manslaughter,cleared_18_rape_total,cleared_18_rape_by_force,cleared_18_rape_attempted,cleared_18_robbery_total,cleared_18_robbery_with_a_gun,cleared_18_robbery_with_a_knife,cleared_18_robbery_other_weapon,cleared_18_robbery_unarmed,cleared_18_assault_total,cleared_18_assault_with_a_gun,cleared_18_assault_with_a_knife,cleared_18_assault_other_weapon,cleared_18_assault_unarmed,cleared_18_assault_simple,cleared_18_burglary_total,cleared_18_burglary_force_entry,cleared_18_burglary_nonforce_entry,cleared_18_burglary_attempted,cleared_18_theft_total,cleared_18_motor_vehicle_theft_total,cleared_18_motor_vehicle_theft_car,cleared_18_motor_vehicle_theft_truck,cleared_18_motor_vehicle_theft_other,cleared_18_all_crimes,cleared_18_theft_under50_dollar,cleared_18_assault_aggravated,cleared_18_index_violent,cleared_18_index_property,cleared_18_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Cottage Grove Police Department,2023,Wisconsin,9803,WI01319,0,0,0,0,0,1,1,0,0,0,0,0,0,41,0,0,0,3,38,2,1,1,0,10,2,2,0,0,56,0,3,4,14,18,0,0,1,1,0,0,0,0,0,0,42,0,0,0,3,39,0,0,0,0,7,2,2,0,0,52,0,3,4,9,13,0,0,1,1,0,0,0,0,0,0,17,0,0,0,1,16,0,0,0,0,1,1,1,0,0,20,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cottage Grove Police Department,2022,Wisconsin,7328,WI01319,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,12,1,0,1,0,10,3,3,0,0,29,0,3,3,14,17,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,10,0,0,0,0,3,3,3,0,0,18,0,2,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cottage Grove Police Department,2021,Wisconsin,7241,WI01319,0,0,0,0,0,1,1,0,0,0,0,0,0,8,0,0,0,0,8,9,0,8,1,32,2,2,0,0,52,0,0,1,43,44,0,0,1,1,0,0,0,0,0,0,8,0,0,0,0,8,2,0,1,1,8,2,2,0,0,21,0,0,1,12,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,1,1,0,0,6,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cottage Grove Police Department,2020,Wisconsin,7233,WI01319,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,19,2,0,2,0,24,1,1,0,0,47,0,1,1,27,28,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,18,0,0,0,0,15,1,1,0,0,35,0,1,1,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cottage Grove Police Department,2019,Wisconsin,7203,WI01319,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,2,19,0,0,0,0,21,1,1,0,0,44,0,3,3,22,25,0,0,0,0,0,0,0,0,0,0,21,1,0,0,2,18,0,0,0,0,12,1,1,0,0,34,0,3,3,13,16,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,6,1,1,0,0,10,0,1,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cottage Grove Police Department,2018,Wisconsin,7024,WI01319,0,0,0,0,0,2,2,0,0,0,0,0,0,14,2,0,2,0,10,0,0,0,0,20,0,0,0,0,36,0,4,6,20,26,0,0,2,2,0,0,0,0,0,0,13,2,0,2,0,9,0,0,0,0,16,0,0,0,0,31,0,4,6,16,22,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7,0,0,0,0,13,0,0,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cottage Grove Police Department,2017,Wisconsin,7105,WI01319,0,0,0,0,0,1,1,0,0,0,0,0,0,22,0,1,1,4,16,4,0,4,0,31,2,1,0,1,60,0,6,7,37,44,0,0,1,1,0,0,0,0,0,0,16,0,1,0,2,13,0,0,0,0,8,1,0,0,1,26,0,3,4,9,13,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,3,0,0,0,0,4,0,0,0,0,8,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cottage Grove Police Department,2016,Wisconsin,6954,WI01319,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,3,12,15,4,11,0,46,0,0,0,0,77,0,4,4,61,65,0,0,0,0,0,0,0,0,0,0,12,0,1,0,2,9,7,1,6,0,10,0,0,0,0,29,0,3,3,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,2,0,0,0,0,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cottage Grove Police Department,2015,Wisconsin,6739,WI01319,0,0,0,0,0,1,1,0,0,0,0,0,0,11,1,0,0,3,7,6,0,6,0,43,1,1,0,0,62,0,4,5,50,55,0,0,0,0,0,0,0,0,0,0,10,1,0,0,3,6,0,0,0,0,11,0,0,0,0,21,0,4,4,11,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,1,0,0,0,0,4,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cottage Grove Police Department,2014,Wisconsin,6546,WI01319,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,2,13,5,3,2,0,78,1,1,0,0,100,0,3,3,84,87,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,7,0,0,0,0,8,1,1,0,0,18,0,2,2,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
