agency,year,state,population,ORI,act_all_crimes,clr_all_crimes,clr_18_all_crimes,unfound_all_crimes,act_aggravated_assault,clr_aggravated_assault,clr_18_aggravated_assault,unfound_aggravated_assault,act_assault_total,clr_assault_total,clr_18_assault_total,unfound_assault_total,act_gun_assault,clr_gun_assault,clr_18_gun_assault,unfound_gun_assault,act_knife_assault,clr_knife_assault,clr_18_knife_assault,unfound_knife_assault,act_other_weapon_assault,clr_other_weapon_assault,clr_18_other_weapon_assault,unfound_other_weapon_assault,act_simple_assault,clr_simple_assault,clr_18_simple_assault,unfound_simple_assault,act_hand_feet_assault,clr_hand_feet_assault,clr_18_hand_feet_assault,unfound_hand_feet_assault,act_burglary_total,clr_burglary_total,clr_18_burglary_total,unfound_burglary_total,act_attempted_burglary,clr_attempted_burglary,clr_18_attempted_burglary,unfound_attempted_burglary,act_burg_force_entry,clr_burg_force_entry,clr_18_burg_force_entry,unfound_burg_force_entry,act_burg_no_force_entry,clr_burg_no_force_entry,clr_18_burg_no_force_entry,unfound_burg_no_force_entry,act_mtr_vhc_theft_total,clr_mtr_vhc_theft_total,clr_18_mtr_vhc_theft_total,unfound_mtr_vhc_theft_total,act_manslaughter,clr_manslaughter,clr_18_manslaughter,unfound_manslaughter,act_murder,clr_murder,clr_18_murder,unfound_murder,officers_assaulted,officers_killed_by_accident,officers_killed_by_felony,act_rape_total,clr_rape_total,clr_18_rape_total,unfound_rape_total,act_attempted_rape,clr_attempted_rape,clr_18_attempted_rape,unfound_attempted_rape,act_force_rape,clr_force_rape,clr_18_force_rape,unfound_force_rape,act_robbery_total,clr_robbery_total,clr_18_robbery_total,unfound_robbery_total,act_gun_robbery,clr_gun_robbery,clr_18_gun_robbery,unfound_gun_robbery,act_knife_robbery,clr_knife_robbery,clr_18_knife_robbery,unfound_knife_robbery,act_other_weapon_robbery,clr_other_weapon_robbery,clr_18_other_weapon_robbery,unfound_other_weapon_robbery,act_strong_arm_robbery,clr_strong_arm_robbery,clr_18_strong_arm_robbery,unfound_strong_arm_robbery,act_theft_total,clr_theft_total,clr_18_theft_total,unfound_theft_total,act_auto_theft,clr_auto_theft,clr_18_auto_theft,unfound_auto_theft,act_other_vhc_theft,clr_other_vhc_theft,clr_18_other_vhc_theft,unfound_other_vhc_theft,act_truck_bus_theft,clr_truck_bus_theft,clr_18_truck_bus_theft,unfound_truck_bus_theft
Evart Police Department,1971,Michigan,1718,MI67385,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,2,1,0,0,0,0,0,7,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
Evart Police Department,1977,Michigan,1905,MI67385,88,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,27,2,0,0,0,0,0,0,22,2,0,0,5,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0
Evart Police Department,1978,Michigan,2005,MI67385,65,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Evart Police Department,1979,Michigan,2166,MI67385,81,3,1,0,5,1,0,0,21,2,1,0,0,0,0,0,0,0,0,0,5,1,0,0,16,1,1,0,0,0,0,0,14,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Evart Police Department,1980,Michigan,1931,MI67385,79,2,0,0,4,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,1,0,0,0,0,0,0,11,1,0,0,0,0,0,0,10,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
Evart Police Department,1981,Michigan,1925,MI67385,71,1,0,0,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,7,0,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
Evart Police Department,1983,Michigan,1897,MI67385,116,21,1,0,9,5,0,0,24,10,0,0,1,0,0,0,1,0,0,0,5,3,0,0,15,5,0,0,2,2,0,0,14,4,1,0,2,0,0,0,11,3,1,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,7,0,0,5,0,0,0,0,0,0,0,1,0,0,0
Evart Police Department,1984,Michigan,2063,MI67385,138,21,0,0,2,0,0,0,22,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,9,0,0,0,0,0,0,19,1,0,0,0,0,0,0,16,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Evart Police Department,1985,Michigan,2066,MI67385,89,14,5,0,6,3,1,0,16,8,2,0,0,0,0,0,2,1,0,0,4,2,1,0,10,5,1,0,0,0,0,0,13,1,0,0,0,0,0,0,12,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0
Evart Police Department,1986,Michigan,2238,MI67385,121,9,0,3,6,0,0,0,26,3,0,0,1,0,0,0,0,0,0,0,4,0,0,0,20,3,0,0,1,0,0,0,12,3,0,2,0,0,0,0,10,3,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0
Evart Police Department,1987,Michigan,2452,MI67385,108,5,0,1,4,1,0,0,22,3,0,0,0,0,0,0,0,0,0,0,4,1,0,0,18,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1,0,0,3,1,0,1,0,0,0,0,1,0,0,0
Evart Police Department,1988,Michigan,2503,MI67385,128,8,1,2,6,0,0,0,35,3,0,1,0,0,0,0,0,0,0,0,6,0,0,0,29,3,0,1,0,0,0,0,14,0,0,1,0,0,0,0,12,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,5,1,0,2,0,0,0,0,0,0,0,1,0,0,0
Evart Police Department,1989,Michigan,2609,MI67385,144,9,4,3,5,0,0,0,32,4,1,2,0,0,0,0,1,0,0,0,4,0,0,0,27,4,1,2,0,0,0,0,17,0,0,1,0,0,0,1,13,0,0,0,4,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,4,3,0,5,1,0,0,0,0,0,0,0,0,0,0
Evart Police Department,1990,Michigan,,MI67385,124,12,6,1,2,0,0,0,36,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,34,2,0,0,0,0,0,0,23,2,1,0,2,0,0,0,18,2,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,8,5,1,2,0,0,0,0,0,0,0,0,0,0,0
Evart Police Department,1992,Michigan,1769,MI67385,179,2,0,1,17,0,0,0,89,2,0,0,0,0,0,0,7,0,0,0,4,0,0,0,72,2,0,0,6,0,0,0,11,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
Evart Police Department,1994,Michigan,1839,MI67385,197,4,0,5,8,0,0,0,81,1,0,0,0,0,0,0,5,0,0,0,3,0,0,0,73,1,0,0,0,0,0,0,21,0,0,1,1,0,0,0,17,0,0,1,3,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2,0,3,5,1,0,1,0,0,0,0,0,0,0,0
Evart Police Department,1996,Michigan,1982,MI67385,118,10,6,0,6,0,0,0,48,8,4,0,0,0,0,0,3,0,0,0,2,0,0,0,42,8,4,0,1,0,0,0,12,0,0,0,2,0,0,0,9,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0
Evart Police Department,1999,Michigan,1683,MI67385,110,10,2,0,5,0,0,0,47,7,0,0,0,0,0,0,2,0,0,0,2,0,0,0,42,7,0,0,1,0,0,0,16,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
Evart Police Department,2000,Michigan,1738,MI67385,58,0,0,0,2,0,0,0,19,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evart Police Department,2001,Michigan,1747,MI67385,101,12,3,0,3,0,0,0,35,11,2,0,1,0,0,0,2,0,0,0,0,0,0,0,32,11,2,0,0,0,0,0,14,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Evart Police Department,2002,Michigan,1758,MI67385,139,13,4,0,5,1,1,0,45,10,1,0,0,0,0,0,3,1,1,0,1,0,0,0,40,9,0,0,1,0,0,0,20,0,0,0,0,0,0,0,16,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0
Evart Police Department,2003,Michigan,1729,MI67385,83,11,3,0,5,1,0,0,32,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,7,0,0,4,1,0,0,9,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0
Evart Police Department,2004,Michigan,1726,MI67385,100,6,0,0,1,0,0,0,44,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,6,0,0,1,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
Evart Police Department,2005,Michigan,1747,MI67385,137,7,1,0,6,1,0,0,53,6,1,0,0,0,0,0,1,0,0,0,4,1,0,0,47,5,1,0,1,0,0,0,16,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0
Evart Police Department,2006,Michigan,1730,MI67385,110,1,0,0,6,0,0,0,58,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,52,1,0,0,2,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Evart Police Department,2007,Michigan,1717,MI67385,87,9,1,0,3,2,0,0,31,9,1,0,0,0,0,0,0,0,0,0,2,1,0,0,28,7,1,0,1,1,0,0,13,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evart Police Department,2008,Michigan,1678,MI67385,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evart Police Department,2009,Michigan,1659,MI67385,47,6,0,0,3,0,0,0,23,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,20,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evart Police Department,2010,Michigan,1903,MI67385,115,10,2,0,2,1,0,0,37,9,2,0,1,1,0,0,1,0,0,0,0,0,0,0,35,8,2,0,0,0,0,0,13,0,0,0,1,0,0,0,9,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Evart Police Department,2011,Michigan,1902,MI67385,109,10,1,0,6,2,0,0,38,8,1,0,0,0,0,0,1,1,0,0,2,1,0,0,32,6,1,0,3,0,0,0,14,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Evart Police Department,2012,Michigan,1902,MI67385,119,17,0,0,7,2,0,0,47,16,0,0,0,0,0,0,4,0,0,0,3,2,0,0,40,14,0,0,0,0,0,0,11,1,0,0,1,0,0,0,4,1,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
