agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Maryland National Capital Park Police - Prince Geo,2023,Maryland,0,MD01727,0,0,0,0,0,6,5,1,25,12,2,5,6,54,16,2,1,1,34,2,1,1,0,79,29,28,0,1,195,0,20,51,110,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maryland National Capital Park Police - Prince Geo,2022,Maryland,0,MD01727,0,0,0,1,0,1,1,0,14,4,3,4,3,60,14,7,3,0,36,4,2,1,1,82,13,2,0,11,175,0,24,40,99,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maryland National Capital Park Police - Prince Geo,2021,Maryland,,MD01727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland National Capital Park Police - Prince Geo,2020,Maryland,0,MD01727,0,0,0,1,0,2,2,0,19,4,2,1,12,32,10,6,0,2,14,16,15,1,0,67,3,3,0,0,140,0,18,40,86,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maryland National Capital Park Police - Prince Geo,2019,Maryland,0,MD01727,0,0,2,3,1,4,4,0,34,12,4,5,13,46,8,3,2,6,27,10,10,0,0,129,4,4,0,0,231,0,19,60,143,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,4
Maryland National Capital Park Police - Prince Geo,2018,Maryland,0,MD01727,0,0,0,2,0,2,2,0,20,12,1,1,6,46,6,4,4,5,27,12,9,3,0,111,3,2,1,0,196,0,19,43,126,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2
Maryland National Capital Park Police - Prince Geo,2017,Maryland,0,MD01727,0,0,4,2,0,2,2,0,27,10,6,3,8,44,6,4,4,10,20,8,4,3,1,122,6,5,1,0,211,0,24,55,136,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maryland National Capital Park Police - Prince Geo,2016,Maryland,0,MD01727,0,0,0,3,0,0,0,0,26,8,5,2,11,23,2,3,1,3,14,5,4,1,0,118,4,3,1,0,179,0,9,38,127,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2
Maryland National Capital Park Police - Prince Geo,2015,Maryland,0,MD01727,0,0,0,3,0,1,1,0,33,10,8,2,13,41,4,3,4,5,25,8,7,1,0,153,2,0,0,2,241,0,16,53,163,216,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
Maryland National Capital Park Police - Prince Geo,2014,Maryland,0,MD01727,0,0,0,3,0,3,3,0,34,9,6,1,18,46,3,5,2,8,28,15,13,0,2,217,4,0,3,1,322,0,18,58,236,294,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,1,3,4
Maryland National Capital Park Police - Prince Geo,2013,Maryland,0,MD01727,0,0,4,1,0,8,8,0,45,13,5,2,25,41,3,4,2,17,15,8,3,4,1,237,4,3,0,1,344,0,26,80,249,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,4
