agency,year,state,population,ORI,male_employees_officers,female_employees_officers,total_employees_officers,male_employees_civilians,female_employees_civilians,total_employees_civilians,male_employees_total,female_employees_total,total_employees_total,officers_killed_by_felony,officers_killed_by_accident,assaults_with_injury_gun,assaults_with_injury_knife,assaults_with_injury_oth_weap,assaults_with_injury_unarmed,assaults_with_injury_total,assaults_no_injury_gun,assaults_no_injury_knife,assaults_no_injury_oth_weap,assaults_no_injury_unarmed,assaults_no_injury_total,ambush_total_assaults,oth_arrest_total_assaults,burglary_total_assaults,deranged_total_assaults,disturbance_total_assaults,prisoner_total_assaults,riot_total_assaults,robbery_total_assaults,susp_pers_total_assaults,traffic_total_assaults,all_other_total_assaults,total_assaults_total,total_assault_gun,total_assault_knife,total_assault_oth_weap,total_assault_unarmed,ambush_assault_gun,ambush_assault_knife,ambush_assault_oth_weap,ambush_assault_unarmed,oth_arrest_assault_gun,oth_arrest_assault_knife,oth_arrest_assault_oth_weap,oth_arrest_assault_unarmed,burglary_assault_gun,burglary_assault_knife,burglary_assault_oth_weap,burglary_assault_unarmed,deranged_assault_gun,deranged_assault_knife,deranged_assault_oth_weap,deranged_assault_unarmed,disturbance_assault_gun,disturbance_assault_knife,disturbance_assault_oth_weap,disturbance_assault_unarmed,prisoner_assault_gun,prisoner_assault_knife,prisoner_assault_oth_weap,prisoner_assault_unarmed,riot_assault_gun,riot_assault_knife,riot_assault_oth_weap,riot_assault_unarmed,robbery_assault_gun,robbery_assault_knife,robbery_assault_oth_weap,robbery_assault_unarmed,susp_pers_assault_gun,susp_pers_assault_knife,susp_pers_assault_oth_weap,susp_pers_assault_unarmed,traffic_assault_gun,traffic_assault_knife,traffic_assault_oth_weap,traffic_assault_unarmed,all_other_assault_gun,all_other_assault_knife,all_other_assault_oth_weap,all_other_assault_unarmed
Saginaw Police Department,2017,Michigan,48589,MI73717,49,4,53,1,7,8,50,11,61,0,0,0,0,0,1,1,0,0,1,4,5,0,1,0,0,2,0,2,0,1,0,0,6,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Saginaw Police Department,2016,Michigan,48942,MI73717,49,4,53,1,7,8,50,11,61,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,1,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Saginaw Police Department,2015,Michigan,49459,MI73717,50,5,55,2,6,8,52,11,63,0,0,0,0,0,1,1,0,0,1,2,3,0,0,0,0,3,0,0,1,0,0,0,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Saginaw Police Department,2014,Michigan,50030,MI73717,50,5,55,2,6,8,52,11,63,0,0,0,0,0,2,2,0,0,0,5,5,0,0,0,0,3,1,0,0,0,1,2,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Saginaw Police Department,2013,Michigan,50580,MI73717,50,5,55,2,6,8,52,11,63,0,0,0,0,0,0,0,0,0,1,3,4,0,2,0,0,1,0,0,0,0,0,1,4,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Saginaw Police Department,2012,Michigan,51267,MI73717,72,8,80,1,7,8,73,15,88,0,0,0,0,0,0,0,2,0,0,8,10,0,5,0,0,3,0,0,0,1,0,1,10,2,0,0,8,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Saginaw Police Department,2011,Michigan,51469,MI73717,84,12,96,1,12,13,85,24,109,0,0,0,0,0,0,0,0,0,7,6,13,0,3,0,0,0,0,0,0,2,7,1,13,0,0,7,6,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,1,0,0,0,1
Saginaw Police Department,2010,Michigan,51508,MI73717,91,13,104,1,8,9,92,21,113,0,0,2,0,1,3,6,2,0,1,8,11,0,4,0,0,4,2,2,1,3,0,1,17,4,0,2,11,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0
Saginaw Police Department,2009,Michigan,54997,MI73717,88,14,102,3,8,11,91,22,113,0,0,0,0,1,2,3,2,0,4,3,9,0,2,0,0,2,1,2,0,0,4,1,12,2,0,5,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1
Saginaw Police Department,2008,Michigan,55634,MI73717,80,17,97,3,8,11,83,25,108,0,0,0,0,1,0,1,0,0,1,2,3,0,0,0,0,2,0,1,0,0,1,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
